,time, system, entity , mmsi, msg_in, msg_out,iter_time
0,1710854469.662415, caravela,7,111,25,8,
1,1710854477.913526, caravela,7,111,43,8,8.251111030578613
2,1710854481.013362, caravela,7,111,17,3,3.0998358726501465
3,1710854485.062833, caravela,7,111,22,4,4.049471139907837
4,1710854490.872811, caravela,7,111,31,5,5.809978008270264
5,1710854493.962523, caravela,7,111,15,3,3.089711904525757
6,1710854498.062661, caravela,7,111,20,4,4.100137948989868
7,1710854502.16277, caravela,7,111,20,5,4.100109100341797
8,1710854506.213633, caravela,7,111,20,4,4.050863027572632
9,1710854509.312717, caravela,7,111,15,3,3.09908390045166
10,1710854514.362667, caravela,7,111,23,7,5.049950122833252
11,1710854518.462482, caravela,7,111,22,4,4.0998148918151855
12,1710854523.613062, caravela,7,111,15,5,5.150579929351807
13,1710854532.862746, caravela,7,111,46,9,9.24968409538269
14,1710854535.912546, caravela,7,111,15,3,3.049799919128418
15,1710854543.065999, caravela,7,111,30,7,7.15345311164856
16,1710854548.212405, caravela,7,111,30,7,5.146405935287476
17,1710854552.362519, caravela,7,111,20,4,4.150114059448242
18,1710854557.562508, caravela,7,111,25,5,5.199989080429077
19,1710854560.613697, caravela,7,111,15,3,3.0511889457702637
20,1710854565.762846, caravela,7,111,25,5,5.149148941040039
21,1710854568.86351, caravela,7,111,15,3,3.100663900375366
22,1710854578.212404, caravela,7,111,35,9,9.348894119262695
23,1710854581.262896, caravela,7,111,15,3,3.05049204826355
24,1710854586.412235, caravela,7,111,25,6,5.149338960647583
25,1710854594.613932, caravela,7,111,40,8,8.201696872711182
26,1710854598.762104, caravela,7,111,20,5,4.14817214012146
27,1710854603.913204, caravela,7,111,25,5,5.151099920272827
28,1710854608.062936, caravela,7,111,20,4,4.1497321128845215
29,1710854611.162327, caravela,7,111,11,3,3.099390983581543
30,1710854618.362849, caravela,7,111,31,9,7.200521945953369
31,1710854621.46227, caravela,7,111,15,3,3.0994210243225098
32,1710854629.713935, caravela,7,111,32,10,8.251664876937866
33,1710854633.912463, caravela,7,111,12,5,4.198528051376343
34,1710854636.914324, caravela,7,111,9,3,3.001861095428467
35,1710854641.115522, caravela,7,111,12,5,4.201197862625122
36,1710854648.262586, caravela,7,111,16,8,7.147064208984375
37,1710854651.414124, caravela,7,111,4,3,3.1515378952026367
38,1710854770.862384, caravela,7,111,5,5,119.44826006889343
39,1710854773.914823, caravela,7,111,3,3,3.052438974380493
40,1710854781.262298, caravela,7,111,7,7,7.347475051879883
41,1710854784.264964, caravela,7,111,3,3,3.0026659965515137
42,1710854787.362442, caravela,7,111,3,3,3.097477912902832
43,1710854790.463558, caravela,7,111,3,3,3.1011159420013428
44,1710854799.762199, caravela,7,111,9,9,9.298640966415405
45,1710854802.767975, caravela,7,111,3,3,3.0057761669158936
46,1710854806.862378, caravela,7,111,4,4,4.09440279006958
0,1710854464.537141, caravela-2,7,112,28,9,
1,1710854470.687157, caravela-2,7,112,23,9,6.150015830993652
2,1710854473.786874, caravela-2,7,112,13,3,3.099717140197754
3,1710854478.836756, caravela-2,7,112,22,5,5.049881935119629
4,1710854484.03708, caravela-2,7,112,21,6,5.200324058532715
5,1710854489.186878, caravela-2,7,112,20,5,5.1497979164123535
6,1710854492.236959, caravela-2,7,112,12,3,3.0500810146331787
7,1710854496.287369, caravela-2,7,112,16,4,4.050410032272339
8,1710854500.43849, caravela-2,7,112,16,4,4.151120901107788
9,1710854503.487772, caravela-2,7,112,12,3,3.0492820739746094
10,1710854508.640605, caravela-2,7,112,20,5,5.152832984924316
11,1710854513.786656, caravela-2,7,112,20,5,5.146050930023193
12,1710854518.886612, caravela-2,7,112,20,5,5.099956035614014
13,1710854522.986628, caravela-2,7,112,16,5,4.100016117095947
14,1710854528.037173, caravela-2,7,112,20,5,5.05054497718811
15,1710854532.186986, caravela-2,7,112,16,4,4.149812936782837
16,1710854536.386642, caravela-2,7,112,17,4,4.199656009674072
17,1710854541.586768, caravela-2,7,112,23,7,5.2001259326934814
18,1710854544.638969, caravela-2,7,112,12,3,3.05220103263855
19,1710854547.686969, caravela-2,7,112,12,3,3.0480000972747803
20,1710854550.787505, caravela-2,7,112,12,3,3.1005358695983887
21,1710854556.986808, caravela-2,7,112,24,6,6.199303150177002
22,1710854560.036847, caravela-2,7,112,8,3,3.050039052963257
23,1710854563.138084, caravela-2,7,112,12,3,3.1012368202209473
24,1710854568.28683, caravela-2,7,112,20,5,5.148746013641357
25,1710854575.487054, caravela-2,7,112,28,7,7.200224161148071
26,1710854580.586985, caravela-2,7,112,20,6,5.099931001663208
27,1710854584.637714, caravela-2,7,112,16,5,4.050728797912598
28,1710854591.937029, caravela-2,7,112,32,8,7.299314975738525
29,1710854596.988285, caravela-2,7,112,16,6,5.05125617980957
30,1710854601.087695, caravela-2,7,112,16,4,4.099409818649292
31,1710854604.192102, caravela-2,7,112,15,3,3.1044070720672607
32,1710854609.337885, caravela-2,7,112,17,5,5.145782947540283
