,time,asv_1,asv_2,asv_3
46,0.0,"(63.32940382091247, 10.079962837898483)","(63.330587742703145, 10.077696407846878)","(63.32967693079482, 10.081072466161721)"
47,0.4590630531311035,"(63.32940687668738, 10.079963410856278)","(63.330587551717215, 10.077703092354488)","(63.32967960459786, 10.081068837429019)"
48,0.9367082118988037,"(63.32940993246229, 10.079963983814075)","(63.330587551717215, 10.07770996784803)","(63.3296822784009, 10.081065208696316)"
49,1.0000810623168945,"(63.3294129882372, 10.07996455677187)","(63.330587551717215, 10.077716843341571)","(63.32968476121802, 10.081061770949546)"
50,1.4590401649475098,"(63.329416044012106, 10.079965129729665)","(63.330587551717215, 10.077723718835113)","(63.32968724403513, 10.081058333202774)"
51,1.93672513961792,"(63.32941909978702, 10.07996570268746)","(63.330587551717215, 10.077730403342724)","(63.329689726852244, 10.081054895456004)"
52,1.9998531341552734,"(63.32942215556192, 10.079966275645255)","(63.330587551717215, 10.077737087850332)","(63.32969220966935, 10.081051266723302)"
53,2.458933115005493,"(63.329425211336826, 10.079966466631186)","(63.330587551717215, 10.077743772357943)","(63.32969469248647, 10.081047637990599)"
54,2.9369781017303467,"(63.32942826711173, 10.079966657617119)","(63.330587551717215, 10.077750456865552)","(63.32969717530358, 10.081044009257896)"
55,3.0001211166381836,"(63.329431322886634, 10.07996684860305)","(63.330587551717215, 10.077757141373162)","(63.329699849106625, 10.081040380525193)"
56,3.459031105041504,"(63.329434378661546, 10.07996703958898)","(63.330587551717215, 10.077763825880771)","(63.32970252290966, 10.08103675179249)"
57,3.9366869926452637,"(63.32943743443646, 10.079967230574914)","(63.330587551717215, 10.077770510388381)","(63.32970519671271, 10.081033123059788)"
58,3.999946117401123,"(63.32944049021137, 10.079967421560845)","(63.330587551717215, 10.07777719489599)","(63.329707679529825, 10.081029685313018)"
59,4.458998203277588,"(63.32944354598627, 10.079967421560845)","(63.330587551717215, 10.0777838794036)","(63.329710162346935, 10.081026247566246)"
60,4.937637090682983,"(63.32944660176118, 10.079967421560845)","(63.33058736073128, 10.077790563911211)","(63.32971264516405, 10.081022809819476)"
61,5.000094175338745,"(63.32944965753608, 10.079967421560845)","(63.33058716974535, 10.077797248418822)","(63.32971512798116, 10.081019181086774)"
62,5.458921194076538,"(63.329452713310985, 10.079967421560845)","(63.33058697875941, 10.077803932926432)","(63.329717610798276, 10.08101555235407)"
63,5.9367101192474365,"(63.3294557690859, 10.079967421560845)","(63.33058697875941, 10.077810617434041)","(63.329720093615386, 10.081011923621368)"
64,6.000144004821777,"(63.3294588248608, 10.079967421560845)","(63.33058697875941, 10.077817301941652)","(63.32972276741843, 10.081008294888665)"
65,6.458973169326782,"(63.32946168964978, 10.079967421560845)","(63.33058697875941, 10.07782398644926)","(63.32972544122147, 10.081004666155964)"
66,6.936803102493286,"(63.32946455443876, 10.079967421560845)","(63.33058697875941, 10.077830670956871)","(63.329728115024515, 10.081001037423261)"
67,7.000086069107056,"(63.32946741922774, 10.079967421560845)","(63.33058697875941, 10.07783735546448)","(63.32973059784163, 10.08099759967649)"
68,7.458992004394531,"(63.329470475002644, 10.079967612546776)","(63.33058697875941, 10.07784403997209)","(63.32973308065874, 10.08099416192972)"
69,7.93755316734314,"(63.32947353077755, 10.079967803532709)","(63.33058697875941, 10.077850915465632)","(63.32973556347586, 10.080990724182948)"
70,7.999698162078857,"(63.32947658655245, 10.07996799451864)","(63.33058697875941, 10.077857790959174)","(63.32973804629297, 10.080987095450245)"
71,8.459120035171509,"(63.32947945134143, 10.079968376490504)","(63.33058697875941, 10.077864666452715)","(63.329740529110076, 10.080983466717544)"
72,8.936755180358887,"(63.32948231613041, 10.079968758462366)","(63.33058697875941, 10.077871350960324)","(63.329743011927185, 10.080979837984842)"
73,9.000066995620728,"(63.329485180919384, 10.07996914043423)","(63.33058697875941, 10.077878035467934)","(63.32974568573023, 10.080976209252139)"
74,9.45904803276062,"(63.32948823669429, 10.079969713392025)","(63.33058697875941, 10.077884719975543)","(63.329748359533276, 10.080972580519436)"
75,9.937187194824219,"(63.32949129246919, 10.079970286349822)","(63.330586787773484, 10.077891404483154)","(63.32975103333632, 10.080968951786733)"
76,9.99993109703064,"(63.3294943482441, 10.079970859307616)","(63.330586596787555, 10.077898088990764)","(63.32975351615344, 10.080965514039963)"
77,10.45896315574646,"(63.32949721303307, 10.079971814237275)","(63.330586405801625, 10.077904773498375)","(63.32975599897055, 10.080962076293192)"
78,10.9374361038208,"(63.32950007782205, 10.079972769166933)","(63.330586405801625, 10.077911458005985)","(63.329758481787664, 10.080958638546422)"
79,10.99976110458374,"(63.32950294261102, 10.079973724096591)","(63.330586405801625, 10.077918142513594)","(63.32976096460477, 10.080955009813719)"
80,11.458927154541016,"(63.32950599838593, 10.079974870012181)","(63.330586405801625, 10.077924827021205)","(63.32976344742188, 10.080951381081016)"
81,11.93687915802002,"(63.329509054160845, 10.079976015927773)","(63.330586405801625, 10.077931511528814)","(63.32976593023899, 10.080947752348314)"
82,12.000084161758423,"(63.329512109935756, 10.079977161843363)","(63.330586405801625, 10.077938196036424)","(63.32976841305611, 10.08094412361561)"
