timestamp (seconds since 01/01/1970), system, entity , value (rad), off (°)
1710841925.421221, caravela-2, 7, -0.00784703, 0.000000
1710841926.421277, caravela-2, 7, -0.00776866, 0.000000
1710841927.421401, caravela-2, 7, -0.00775367, 0.000000
1710841928.421458, caravela-2, 7, -0.00776701, 0.000000
1710841929.429524, caravela-2, 7, -0.007767, 0.000000
1710841930.471184, caravela-2, 7, -0.00776344, 0.000000
1710841931.471710, caravela-2, 7, -0.0077577, 0.000000
1710841932.522416, caravela-2, 7, -0.00776309, 0.000000
1710841933.573402, caravela-2, 7, -0.00776191, 0.000000
1710841934.621232, caravela-2, 7, -0.0077562, 0.000000
1710841935.671456, caravela-2, 7, -0.00775515, 0.000000
1710841936.671825, caravela-2, 7, -0.00775741, 0.000000
1710841937.721395, caravela-2, 7, -0.00775739, 0.000000
1710841938.721941, caravela-2, 7, -0.00776026, 0.000000
1710841939.722115, caravela-2, 7, -0.007754, 0.000000
1710841940.771324, caravela-2, 7, -0.00774757, 0.000000
1710841941.771760, caravela-2, 7, -0.00775818, 0.000000
1710841942.821113, caravela-2, 7, -0.00775099, 0.000000
1710841943.830376, caravela-2, 7, -0.00775336, 0.000000
1710841944.871113, caravela-2, 7, -0.0077472, 0.000000
1710841945.871266, caravela-2, 7, -0.0077472, 0.000000
1710841946.871257, caravela-2, 7, -0.0077472, 0.000000
1710841947.871929, caravela-2, 7, -0.00774498, 0.000000
1710841948.921242, caravela-2, 7, -0.00774963, 0.000000
1710841949.921330, caravela-2, 7, -0.00774855, 0.000000
1710841950.921702, caravela-2, 7, -0.00775203, 0.000000
1710841951.971150, caravela-2, 7, -0.00775726, 0.000000
1710841952.971462, caravela-2, 7, -0.00775525, 0.000000
1710841953.974737, caravela-2, 7, -0.00776032, 0.000000
1710841955.021194, caravela-2, 7, -0.00776291, 0.000000
1710841956.021482, caravela-2, 7, -0.00776436, 0.000000
1710841957.071574, caravela-2, 7, -0.00776789, 0.000000
1710841958.121294, caravela-2, 7, -0.00777305, 0.000000
1710841959.121331, caravela-2, 7, -0.0077849, 0.000000
1710841960.173753, caravela-2, 7, -0.00777877, 0.000000
1710841961.221427, caravela-2, 7, -0.00777433, 0.000000
1710841962.271351, caravela-2, 7, -0.00777139, 0.000000
1710841963.271392, caravela-2, 7, -0.00777326, 0.000000
1710841964.321546, caravela-2, 7, -0.00777974, 0.000000
1710841965.322783, caravela-2, 7, -0.00778125, 0.000000
1710841966.372017, caravela-2, 7, -0.00778125, 0.000000
1710841967.421163, caravela-2, 7, -0.00778125, 0.000000
1710841968.421728, caravela-2, 7, -0.00778125, 0.000000
1710841969.471230, caravela-2, 7, -0.00778125, 0.000000
1710841970.525486, caravela-2, 7, -0.00777183, 0.000000
1710841971.571309, caravela-2, 7, -0.00777183, 0.000000
1710841972.572677, caravela-2, 7, -0.00777183, 0.000000
1710841973.621279, caravela-2, 7, -0.00777183, 0.000000
1710841974.671090, caravela-2, 7, -0.00777183, 0.000000
1710841975.671453, caravela-2, 7, -0.00777183, 0.000000
1710841976.722702, caravela-2, 7, -0.00777183, 0.000000
1710841977.771495, caravela-2, 7, -0.00777183, 0.000000
1710841978.821147, caravela-2, 7, -0.00777183, 0.000000
1710841979.822367, caravela-2, 7, -0.00777183, 0.000000
1710841980.871680, caravela-2, 7, -0.00775763, 0.000000
1710841981.872089, caravela-2, 7, -0.00778419, 0.000000
1710841982.923694, caravela-2, 7, -0.00775946, 0.000000
1710841983.971211, caravela-2, 7, -0.00778007, 0.000000
1710841984.971316, caravela-2, 7, -0.00778907, 0.000000
1710841986.021559, caravela-2, 7, -0.00777745, 0.000000
1710841987.071392, caravela-2, 7, -0.00778261, 0.000000
1710841988.071703, caravela-2, 7, -0.00776087, 0.000000
1710841989.121279, caravela-2, 7, -0.00775528, 0.000000
1710841990.122616, caravela-2, 7, -0.00771054, 0.000000
1710841991.171476, caravela-2, 7, -0.0077457, 0.000000
1710841992.221438, caravela-2, 7, -0.0077457, 0.000000
1710841993.271381, caravela-2, 7, -0.0077457, 0.000000
1710841994.271778, caravela-2, 7, -0.0077457, 0.000000
1710841995.323289, caravela-2, 7, -0.0077457, 0.000000
1710841996.371309, caravela-2, 7, -0.0077457, 0.000000
1710841997.371433, caravela-2, 7, -0.0077457, 0.000000
1710841998.371376, caravela-2, 7, -0.0077457, 0.000000
1710841999.421378, caravela-2, 7, -0.0077457, 0.000000
1710842000.425869, caravela-2, 7, -0.00772033, 0.000000
1710842002.421108, caravela-2, 7, -0.00772033, 0.000000
1710842003.421302, caravela-2, 7, -0.00772033, 0.000000
1710842004.421493, caravela-2, 7, -0.00772033, 0.000000
1710842005.421508, caravela-2, 7, -0.00772033, 0.000000
1710842006.471338, caravela-2, 7, -0.00772033, 0.000000
1710842007.485149, caravela-2, 7, -0.00772033, 0.000000
