timestamp (seconds since 01/01/1970), system, entity , value (rad), off (°)
1710841957.565270, caravela, 7, -0.00439818, 0.000000
1710841958.565290, caravela, 7, -0.00436716, 0.000000
1710841959.565480, caravela, 7, -0.0043853, 0.000000
1710841960.615206, caravela, 7, -0.00441143, 0.000000
1710841961.615214, caravela, 7, -0.00442703, 0.000000
1710841962.665307, caravela, 7, -0.00442703, 0.000000
1710841963.665369, caravela, 7, -0.00442703, 0.000000
1710841964.666062, caravela, 7, -0.00442703, 0.000000
1710841965.716236, caravela, 7, -0.00442703, 0.000000
1710841966.765882, caravela, 7, -0.00442703, 0.000000
1710841967.817348, caravela, 7, -0.00442703, 0.000000
1710841968.865665, caravela, 7, -0.00442703, 0.000000
1710841969.918908, caravela, 7, -0.00442703, 0.000000
1710841970.969068, caravela, 7, 0.25735009, 15.000000
1710841972.015285, caravela, 7, 0.25735009, 0.000000
1710841973.065206, caravela, 7, 0.25735009, 0.000000
1710841974.065475, caravela, 7, 0.25735009, 0.000000
1710841975.065665, caravela, 7, 0.25735009, 0.000000
1710841976.115427, caravela, 7, 0.25735009, 0.000000
1710841977.165391, caravela, 7, 0.25735009, 0.000000
1710841978.215991, caravela, 7, 0.25735009, 0.000000
1710841979.265591, caravela, 7, -0.10302206, 0.000000
1710841980.315228, caravela, 7, -0.14034079, 0.000000
1710841981.327891, caravela, 7, -0.17262464, 0.000000
1710841982.365690, caravela, 7, -0.21499572, 0.000000
1710841983.415728, caravela, 7, -0.26344665, 0.000000
1710841984.415693, caravela, 7, -0.31710626, 0.000000
1710841985.416968, caravela, 7, -0.38189917, 0.000000
1710841986.468576, caravela, 7, -0.46951371, 0.000000
1710841988.066950, caravela, 7, -0.46951371, 0.000000
1710841989.115457, caravela, 7, -0.46951371, 0.000000
1710841990.125955, caravela, 7, 0.25801167, 15.000000
1710841991.168531, caravela, 7, 0.25801167, 0.000000
1710841992.215824, caravela, 7, 0.25801167, 0.000000
1710841993.266364, caravela, 7, 0.25801167, 0.000000
1710841994.315362, caravela, 7, 0.25801167, 0.000000
1710841995.316282, caravela, 7, 0.25801167, 0.000000
1710841996.365356, caravela, 7, 0.25801167, 0.000000
1710841997.415198, caravela, 7, 0.25801167, 0.000000
1710841998.415446, caravela, 7, 0.25801167, 0.000000
1710841999.417324, caravela, 7, 0.25801167, 0.000000
1710842000.466939, caravela, 7, 0.258645, 15.000000
1710842001.465590, caravela, 7, 0.258645, 0.000000
1710842002.515705, caravela, 7, 0.258645, 0.000000
1710842003.565456, caravela, 7, 0.258645, 0.000000
1710842004.617665, caravela, 7, 0.258645, 0.000000
1710842005.668652, caravela, 7, 0.258645, 0.000000
1710842006.715780, caravela, 7, 0.258645, 0.000000
1710842007.765177, caravela, 7, 0.258645, 0.000000
1710842008.765422, caravela, 7, 0.258645, 0.000000
1710842009.765427, caravela, 7, 0.258645, 0.000000
1710842010.767383, caravela, 7, 0.25126712, 15.000000
1710842011.765634, caravela, 7, 0.25126712, 0.000000
1710842012.830838, caravela, 7, 0.25126712, 0.000000
1710842013.867510, caravela, 7, 0.25126712, 0.000000
1710842014.915724, caravela, 7, 0.25126712, 0.000000
1710842015.965292, caravela, 7, 0.25126712, 0.000000
1710842016.966722, caravela, 7, 0.25126712, 0.000000
1710842017.966874, caravela, 7, 0.25126712, 0.000000
1710842019.015299, caravela, 7, 0.25126712, 0.000000
1710842020.017614, caravela, 7, 0.24400705, 15.000000
1710842021.068121, caravela, 7, 0.24400705, 0.000000
1710842022.115288, caravela, 7, 0.24400705, 0.000000
1710842023.115399, caravela, 7, 0.24400705, 0.000000
1710842024.166917, caravela, 7, 0.24400705, 0.000000
1710842025.217298, caravela, 7, 0.24400705, 0.000000
1710842026.265506, caravela, 7, 0.24400705, 0.000000
1710842027.266492, caravela, 7, 0.24400705, 0.000000
1710842028.315490, caravela, 7, 0.24400705, 0.000000
1710842029.365197, caravela, 7, 0.24400705, 0.000000
1710842030.367724, caravela, 7, 0.23569716, 15.000000
1710842031.415368, caravela, 7, 0.23569716, 0.000000
1710842032.473238, caravela, 7, 0.23569716, 0.000000
1710842033.515063, caravela, 7, 0.23569716, 0.000000
1710842034.515407, caravela, 7, 0.23569716, 0.000000
1710842035.515687, caravela, 7, 0.23569716, 0.000000
1710842036.565256, caravela, 7, 0.23569716, 0.000000
1710842037.565289, caravela, 7, 0.23569716, 0.000000
1710842038.567346, caravela, 7, 0.23569716, 0.000000
1710842039.615529, caravela, 7, 0.23569716, 0.000000
1710842040.618442, caravela, 7, 0.22724754, 15.000000
1710842041.617312, caravela, 7, 0.22724754, 0.000000
1710842042.617268, caravela, 7, 0.22724754, 0.000000
1710842043.665920, caravela, 7, 0.22724754, 0.000000
1710842044.666495, caravela, 7, 0.22724754, 0.000000
1710842045.715484, caravela, 7, 0.22724754, 0.000000
1710842046.715530, caravela, 7, 0.22724754, 0.000000
1710842047.766196, caravela, 7, 0.22724754, 0.000000
1710842048.815462, caravela, 7, 0.22724754, 0.000000
1710842049.816154, caravela, 7, 0.22724754, 0.000000
1710842050.867495, caravela, 7, 0.218557, 15.000000
1710842051.865889, caravela, 7, 0.218557, 0.000000
1710842052.914991, caravela, 7, 0.218557, 0.000000
1710842053.918411, caravela, 7, 0.218557, 0.000000
1710842054.965414, caravela, 7, 0.218557, 0.000000
1710842055.965398, caravela, 7, 0.218557, 0.000000
1710842057.016054, caravela, 7, 0.218557, 0.000000
1710842058.066355, caravela, 7, 0.218557, 0.000000
1710842059.066535, caravela, 7, 0.218557, 0.000000
1710842060.117740, caravela, 7, 0.21048741, 15.000000
1710842061.115642, caravela, 7, 0.21048741, 0.000000
1710842062.165341, caravela, 7, 0.21048741, 0.000000
1710842063.165648, caravela, 7, 0.21048741, 0.000000
1710842064.165989, caravela, 7, 0.21048741, 0.000000
1710842065.217377, caravela, 7, 0.21048741, 0.000000
1710842066.265975, caravela, 7, 0.21048741, 0.000000
1710842067.315309, caravela, 7, 0.21048741, 0.000000
1710842068.315556, caravela, 7, 0.21048741, 0.000000
1710842069.365731, caravela, 7, 0.21048741, 0.000000
1710842070.371304, caravela, 7, 0.2012784, 15.000000
1710842071.366682, caravela, 7, 0.2012784, 0.000000
1710842072.417059, caravela, 7, 0.2012784, 0.000000
1710842073.465762, caravela, 7, 0.2012784, 0.000000
1710842074.468944, caravela, 7, 0.2012784, 0.000000
1710842075.515250, caravela, 7, 0.2012784, 0.000000
1710842076.565251, caravela, 7, 0.2012784, 0.000000
1710842077.567235, caravela, 7, 0.2012784, 0.000000
1710842078.615258, caravela, 7, 0.2012784, 0.000000
1710842079.616690, caravela, 7, 0.2012784, 0.000000
1710842080.668513, caravela, 7, 0.19169607, 15.000000
1710842081.715282, caravela, 7, 0.19169607, 0.000000
1710842082.766197, caravela, 7, 0.19169607, 0.000000
1710842083.766974, caravela, 7, 0.19169607, 0.000000
1710842084.767499, caravela, 7, 0.19169607, 0.000000
1710842085.815488, caravela, 7, 0.19169607, 0.000000
1710842086.817075, caravela, 7, 0.19169607, 0.000000
1710842087.867314, caravela, 7, 0.19169607, 0.000000
1710842088.915222, caravela, 7, 0.19169607, 0.000000
1710842089.965605, caravela, 7, 0.19169607, 0.000000
1710842090.969878, caravela, 7, -0.08002845, 0.000000
1710842092.016882, caravela, 7, -0.08002845, 0.000000
1710842093.065431, caravela, 7, -0.08002845, 0.000000
1710842094.065641, caravela, 7, -0.08002845, 0.000000
1710842095.115641, caravela, 7, -0.08002845, 0.000000
1710842096.165833, caravela, 7, -0.08002845, 0.000000
1710842097.166798, caravela, 7, -0.08002845, 0.000000
1710842098.215442, caravela, 7, -0.08002845, 0.000000
1710842099.215743, caravela, 7, -0.08002845, 0.000000
1710842100.269056, caravela, 7, -0.08433098, 0.000000
1710842101.316349, caravela, 7, -0.08433098, 0.000000
1710842102.366840, caravela, 7, -0.08433098, 0.000000
1710842103.415330, caravela, 7, -0.08433098, 0.000000
1710842104.416398, caravela, 7, -0.08433098, 0.000000
1710842105.465450, caravela, 7, -0.08433098, 0.000000
1710842106.465679, caravela, 7, -0.08433098, 0.000000
1710842107.465819, caravela, 7, -0.08433098, 0.000000
1710842108.515321, caravela, 7, -0.08433098, 0.000000
1710842109.565206, caravela, 7, -0.08433098, 0.000000
1710842110.619908, caravela, 7, -0.084499, 0.000000
1710842111.666983, caravela, 7, -0.084499, 0.000000
1710842112.716356, caravela, 7, -0.084499, 0.000000
1710842113.765519, caravela, 7, -0.084499, 0.000000
1710842114.815789, caravela, 7, -0.084499, 0.000000
1710842115.865255, caravela, 7, -0.084499, 0.000000
1710842116.865936, caravela, 7, -0.084499, 0.000000
1710842117.871004, caravela, 7, -0.084499, 0.000000
1710842118.915655, caravela, 7, -0.084499, 0.000000
1710842119.965229, caravela, 7, -0.084499, 0.000000
1710842120.969731, caravela, 7, -0.08450119, 0.000000
1710842121.966984, caravela, 7, -0.08450119, 0.000000
1710842123.016193, caravela, 7, -0.08450119, 0.000000
1710842124.065359, caravela, 7, -0.08450119, 0.000000
1710842125.065964, caravela, 7, -0.08450119, 0.000000
1710842126.068758, caravela, 7, -0.08450119, 0.000000
1710842127.115431, caravela, 7, -0.08450119, 0.000000
1710842128.165448, caravela, 7, -0.08450119, 0.000000
1710842129.215470, caravela, 7, -0.08450119, 0.000000
1710842130.218530, caravela, 7, -0.08450176, 0.000000
1710842131.217489, caravela, 7, -0.08450176, 0.000000
1710842132.265617, caravela, 7, -0.08450176, 0.000000
1710842133.266329, caravela, 7, -0.08450176, 0.000000
1710842134.315222, caravela, 7, -0.08450176, 0.000000
1710842135.315601, caravela, 7, -0.08450176, 0.000000
1710842136.315664, caravela, 7, -0.08450176, 0.000000
1710842137.365244, caravela, 7, -0.08450176, 0.000000
1710842138.365354, caravela, 7, -0.08450176, 0.000000
1710842139.415308, caravela, 7, -0.08450176, 0.000000
1710842140.420278, caravela, 7, 0.1772954, 15.000000
1710842141.465566, caravela, 7, 0.1772954, 0.000000
1710842142.515168, caravela, 7, 0.1772954, 0.000000
1710842143.516133, caravela, 7, 0.1772954, 0.000000
1710842144.565200, caravela, 7, 0.1772954, 0.000000
1710842145.565231, caravela, 7, 0.1772954, 0.000000
1710842146.615190, caravela, 7, 0.1772954, 0.000000
1710842147.615688, caravela, 7, 0.1772954, 0.000000
1710842148.665880, caravela, 7, 0.1772954, 0.000000
1710842149.666672, caravela, 7, 0.1772954, 0.000000
1710842150.718765, caravela, 7, 0.16993452, 15.000000
1710842151.715852, caravela, 7, 0.16993452, 0.000000
1710842152.765452, caravela, 7, 0.16993452, 0.000000
1710842153.765583, caravela, 7, 0.16993452, 0.000000
1710842154.817410, caravela, 7, 0.16993452, 0.000000
1710842155.865469, caravela, 7, 0.16993452, 0.000000
1710842156.865477, caravela, 7, 0.16993452, 0.000000
1710842157.915483, caravela, 7, 0.16993452, 0.000000
1710842158.915598, caravela, 7, 0.16993452, 0.000000
1710842159.966367, caravela, 7, 0.16993452, 0.000000
1710842161.016442, caravela, 7, 0.16993452, 0.000000
1710842162.065538, caravela, 7, 0.16993452, 0.000000
1710842163.065824, caravela, 7, 0.16993452, 0.000000
1710842164.068981, caravela, 7, 0.16993452, 0.000000
1710842165.115650, caravela, 7, 0.16993452, 0.000000
1710842166.115739, caravela, 7, 0.16993452, 0.000000
1710842167.164918, caravela, 7, 0.16993452, 0.000000
1710842168.165208, caravela, 7, 0.16993452, 0.000000
1710842169.165784, caravela, 7, 0.16993452, 0.000000
1710842170.219560, caravela, 7, -0.11804295, 0.000000
1710842171.265684, caravela, 7, -0.11804295, 0.000000
1710842172.266217, caravela, 7, -0.11804295, 0.000000
1710842173.315402, caravela, 7, -0.11804295, 0.000000
1710842174.315688, caravela, 7, -0.11804295, 0.000000
1710842175.365339, caravela, 7, -0.11804295, 0.000000
1710842176.365363, caravela, 7, -0.11804295, 0.000000
1710842177.367019, caravela, 7, -0.11804295, 0.000000
