time, system, entity , mmsi, msg_in, msg_out,iter_time
1709504129.13693, caravela,7,111,12,5,
1709504132.28655, caravela,7,111,9,3,3.14962100982666
1709504139.58615, caravela,7,111,21,10,7.2996039390564
1709504142.73628, caravela,7,111,9,3,3.1501259803772
1709504149.88879, caravela,7,111,24,9,7.15251398086548
1709504152.98719, caravela,7,111,9,3,3.09839701652527
1709504157.08611, caravela,7,111,12,5,4.09892702102661
1709504163.1864, caravela,7,111,15,6,6.1002881526947
1709504167.28895, caravela,7,111,12,4,4.10254383087158
1709504172.43624, caravela,7,111,15,5,5.147292137146
1709504177.5365, caravela,7,111,15,5,5.100261926651
1709504180.58672, caravela,7,111,9,3,3.05021810531616
1709504185.68195, caravela,7,111,15,5,5.09523296356201
1709504191.83626, caravela,7,111,18,6,6.15430998802185
1709504195.93624, caravela,7,111,12,4,4.09997797012329
1709504198.93719, caravela,7,111,9,3,3.00095009803772
1709504205.10384, caravela,7,111,18,6,6.16665196418762
1709504126.28267, caravela-2,7,112,8,6,
1709504130.38243, caravela-2,7,112,8,4,4.09975600242615
1709504137.58309, caravela-2,7,112,14,7,7.20066094398499
1709504140.73247, caravela-2,7,112,6,3,3.14937996864319
1709504143.78244, caravela-2,7,112,5,3,3.04997396469116
1709504147.88222, caravela-2,7,112,8,4,4.09978008270264
1709504151.98258, caravela-2,7,112,8,4,4.10036492347717
1709504155.03253, caravela-2,7,112,6,3,3.04994297027588
1709504158.13313, caravela-2,7,112,6,3,3.10060596466064
1709504161.18376, caravela-2,7,112,7,3,3.05062699317932
1709504165.38243, caravela-2,7,112,8,4,4.19866514205933
1709504168.3844, caravela-2,7,112,5,3,3.00197100639343
1709504174.63231, caravela-2,7,112,13,8,6.24790787696838
1709504177.73235, caravela-2,7,112,6,3,3.10004615783691
1709504182.88236, caravela-2,7,112,10,5,5.15001082420349
1709504189.03237, caravela-2,7,112,12,9,6.15001106262207
1709504193.1368, caravela-2,7,112,8,5,4.10442304611206
1709504196.28246, caravela-2,7,112,6,3,3.14566111564636
1709504202.48237, caravela-2,7,112,12,9,6.19991183280945
1709504235.82216, caravela,7,111,9,5,
1709504239.9203, caravela,7,111,12,5,4.0981388092041
1709504245.07123, caravela,7,111,15,7,5.1509280204773
1709504248.22243, caravela,7,111,9,3,3.15119910240173
1709504251.32015, caravela,7,111,9,3,3.09771704673767
1709504254.37175, caravela,7,111,9,3,3.05160784721375
1709504257.4708, caravela,7,111,12,3,3.09904909133911
1709504260.62014, caravela,7,111,9,3,3.14933300018311
1709504263.6717, caravela,7,111,9,3,3.05156207084656
1709504266.7701, caravela,7,111,9,3,3.09839797019958
1709504271.87044, caravela,7,111,12,6,5.10033893585205
1709504274.87204, caravela,7,111,9,3,3.00160503387451
1709504279.02049, caravela,7,111,12,5,4.14845204353333
1709504283.17315, caravela,7,111,12,4,4.15265583992004
1709504291.32182, caravela,7,111,24,13,8.14866709709168
1709504295.47033, caravela,7,111,12,4,4.14851093292236
1709504300.572, caravela,7,111,15,5,5.1016731262207
1709504303.72013, caravela,7,111,9,3,3.14812588691711
1709504233.97728, caravela-2,7,112,7,4,
1709504238.02753, caravela-2,7,112,8,4,4.0502450466156
1709504243.1775, caravela-2,7,112,10,5,5.14997482299805
1709504246.22769, caravela-2,7,112,6,3,3.05018711090088
1709504249.32728, caravela-2,7,112,6,3,3.09959292411804
1709504252.32758, caravela-2,7,112,6,3,3.00029301643372
1709504255.37888, caravela-2,7,112,5,3,3.05130505561829
1709504258.47765, caravela-2,7,112,6,3,3.09876894950867
1709504262.57762, caravela-2,7,112,8,4,4.09996891021729
1709504265.72725, caravela-2,7,112,6,3,3.14962816238403
1709504269.82844, caravela-2,7,112,9,4,4.10119700431824
1709504272.92818, caravela-2,7,112,6,3,3.09973692893982
1709504277.07754, caravela-2,7,112,8,4,4.1493570804596
1709504280.17768, caravela-2,7,112,6,3,3.10013794898987
1709504292.47881, caravela-2,7,112,24,13,12.3011388778687
1709504297.72744, caravela-2,7,112,10,7,5.24862813949585
1709504301.82749, caravela-2,7,112,8,4,4.10004305839539
1709504304.92734, caravela-2,7,112,5,3,3.09985280036926
1709583455.5176, caravela,7,111,11,5,
1709583458.56749, caravela,7,111,10,3,3.04988598823547
1709583464.71748, caravela,7,111,18,7,6.14998912811279
1709583470.91878, caravela,7,111,18,7,6.20130181312561
1709583473.96756, caravela,7,111,9,3,3.04877805709839
1709583483.26735, caravela,7,111,27,9,9.29979395866394
1709583488.41771, caravela,7,111,13,7,5.15036106109619
1709583493.56752, caravela,7,111,12,5,5.14980602264404
1709583498.61757, caravela,7,111,15,6,5.05005502700806
