,time,asv_1,asv_2
30,0.0,"(63.3294129882372, 10.079846527466072)","(63.33161944870624, 10.079874602398034)"
31,0.5498569011688232,"(63.32941728542066, 10.079846527466072)","(63.331614865043875, 10.079874602398034)"
32,0.999431848526001,"(63.32942158260413, 10.079846527466072)","(63.33161056786041, 10.079874602398034)"
33,1.550520896911621,"(63.32942616626649, 10.079846527466072)","(63.33160627067695, 10.079874602398034)"
34,1.9988489151000977,"(63.32943074992885, 10.079846527466072)","(63.3316016870146, 10.079874315919136)"
35,2.5506160259246826,"(63.329435333591206, 10.07984681394497)","(63.33159710335224, 10.079874029440239)"
36,2.9988059997558594,"(63.32943991725356, 10.079847100423867)","(63.33159251968988, 10.079874029440239)"
37,3.550044059753418,"(63.329444500915926, 10.079847100423867)","(63.33158793602752, 10.079874029440239)"
38,3.9988489151000977,"(63.32944908457829, 10.079847100423867)","(63.33158335236516, 10.079874029440239)"
39,4.550205945968628,"(63.32945338176175, 10.079847100423867)","(63.33157876870279, 10.079874029440239)"
40,4.998930931091309,"(63.32945767894522, 10.079847100423867)","(63.33157418504043, 10.079874029440239)"
41,5.549798965454102,"(63.32946226260758, 10.079847100423867)","(63.33156960137807, 10.079874029440239)"
42,6.009765863418579,"(63.32946684626993, 10.079847100423867)","(63.331565017715704, 10.079874029440239)"
43,6.5503270626068115,"(63.3294714299323, 10.079847100423867)","(63.331560434053344, 10.079874029440239)"
44,6.9989540576934814,"(63.329476013594665, 10.079847100423867)","(63.331555850390984, 10.079873742961341)"
45,7.55026388168335,"(63.329480597257024, 10.079847386902765)","(63.331551266728624, 10.079873456482444)"
46,7.999306917190552,"(63.329485180919384, 10.079847673381662)","(63.33154696954516, 10.079873456482444)"
47,8.550015926361084,"(63.32948976458174, 10.079847673381662)","(63.3315426723617, 10.079873456482444)"
48,8.998821020126343,"(63.3294943482441, 10.079847673381662)","(63.33153808869934, 10.079873456482444)"
49,9.55033802986145,"(63.32949864542756, 10.079847673381662)","(63.33153350503698, 10.079873456482444)"
50,9.998852968215942,"(63.32950294261102, 10.079847673381662)","(63.33152892137461, 10.079873456482444)"
51,10.549620866775513,"(63.32950752627339, 10.079847673381662)","(63.33152433771225, 10.079873456482444)"
52,10.998812913894653,"(63.329512109935756, 10.079847673381662)","(63.33151975404989, 10.079873456482444)"
53,11.55053997039795,"(63.32951669359811, 10.079847673381662)","(63.33151517038753, 10.079873456482444)"
54,11.998725891113281,"(63.32952127726047, 10.079847673381662)","(63.33151058672517, 10.079873170003545)"
55,12.54961085319519,"(63.329525860922836, 10.07984795986056)","(63.331506003062806, 10.079872883524647)"
56,12.998946905136108,"(63.3295304445852, 10.079848246339457)","(63.331501419400446, 10.079872883524647)"
