timestamp (seconds since 01/01/1970), system, entity , validity (bitfield), type (enumerated), utc_year, utc_month, utc_day, utc_time (s), lat (rad), lon (rad), height (m), satellites, cog (rad), sog (m/s), hdop, vdop, hacc (m), vacc (m)
1710841482.565227, caravela, 36, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 0, 0, 0, 31561.000000, 1.1052986, 0.17592651, -0.000000, 8, 0.000000, 0.000000, 0.900000, 0.000000, 2.000000, 0.000000
1710841953.519290, caravela, 42, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 0, 0, 0, 35553.000000, 1.1052986, 0.17592651, -0.000000, 8, 0.000000, 0.000000, 0.900000, 0.000000, 2.000000, 0.000000
1710841954.519288, caravela, 42, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 0, 0, 0, 35554.000000, 1.1052986, 0.17592651, -0.000000, 8, 0.000000, 0.000000, 0.900000, 0.000000, 2.000000, 0.000000
1710841955.519230, caravela, 42, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 0, 0, 0, 35555.000000, 1.1052986, 0.17592651, -0.000000, 8, 0.000000, 0.000000, 0.900000, 0.000000, 2.000000, 0.000000
1710841956.519210, caravela, 42, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 0, 0, 0, 35556.000000, 1.1052986, 0.17592651, -0.000000, 8, 0.000000, 0.000000, 0.900000, 0.000000, 2.000000, 0.000000
1710841957.522064, caravela, 42, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 0, 0, 0, 35557.000000, 1.10529856, 0.17592651, -0.000608, 8, 0.000002, 0.279248, 0.900000, 0.000000, 2.000000, 0.000000
1710841958.519334, caravela, 42, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 0, 0, 0, 35558.000000, 1.10529853, 0.17592651, -0.001165, 8, -0.000405, 0.002398, 0.900000, 0.000000, 2.000000, 0.000000
1710841959.519268, caravela, 42, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 0, 0, 0, 35559.000000, 1.10529857, 0.17592651, -0.000505, 8, -0.002494, 0.408140, 0.900000, 0.000000, 2.000000, 0.000000
1710841960.521239, caravela, 42, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 0, 0, 0, 35560.000000, 1.10529865, 0.17592651, 0.000906, 8, -0.003632, 0.641660, 0.900000, 0.000000, 2.000000, 0.000000
1710841961.520240, caravela, 42, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 0, 0, 0, 35561.000000, 1.10529877, 0.17592651, 0.002925, 8, -0.004121, 0.861047, 0.900000, 0.000000, 2.000000, 0.000000
