timestamp (seconds since 01/01/1970), system, entity , validity (bitfield), type (enumerated), utc_year, utc_month, utc_day, utc_time (s), lat (rad), lon (rad), height (m), satellites, cog (rad), sog (m/s), hdop, vdop, hacc (m), vacc (m)
1709815069.139888, caravela, 36, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 0, 0, 0, 45469.000000, 1.1052986, 0.17592651, -0.000000, 8, 0.000000, 0.000000, 0.900000, 0.000000, 2.000000, 0.000000
1709815521.093622, caravela, 42, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 0, 0, 0, 45921.000000, 1.1052986, 0.17592651, -0.000000, 8, 0.000000, 0.000000, 0.900000, 0.000000, 2.000000, 0.000000
1709815522.093577, caravela, 42, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 0, 0, 0, 45922.000000, 1.1052986, 0.17592651, -0.000000, 8, 0.000000, 0.000000, 0.900000, 0.000000, 2.000000, 0.000000
1709815523.093581, caravela, 42, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 0, 0, 0, 45923.000000, 1.1052986, 0.17592651, -0.000000, 8, 0.000000, 0.000000, 0.900000, 0.000000, 2.000000, 0.000000
1709815524.093617, caravela, 42, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 0, 0, 0, 45924.000000, 1.1052986, 0.17592651, -0.000000, 8, 0.000000, 0.000000, 0.900000, 0.000000, 2.000000, 0.000000
1709815525.093601, caravela, 42, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 0, 0, 0, 45925.000000, 1.10529858, 0.17592651, -0.000207, 8, 0.000002, 0.332721, 0.900000, 0.000000, 2.000000, 0.000000
1709815526.093783, caravela, 42, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 0, 0, 0, 45926.000000, 1.10529854, 0.17592651, -0.000976, 8, -0.000074, 0.224588, 0.900000, 0.000000, 2.000000, 0.000000
1709815527.093535, caravela, 42, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 0, 0, 0, 45927.000000, 1.10529854, 0.17592651, -0.000972, 8, -0.001649, 0.268396, 0.900000, 0.000000, 2.000000, 0.000000
1709815528.093555, caravela, 42, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 0, 0, 0, 45928.000000, 1.1052986, 0.17592651, 0.000103, 8, -0.003128, 0.527251, 0.900000, 0.000000, 2.000000, 0.000000
1709815529.093563, caravela, 42, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 0, 0, 0, 45929.000000, 1.1052987, 0.17592651, 0.001822, 8, -0.003783, 0.752303, 0.900000, 0.000000, 2.000000, 0.000000
1709815530.093579, caravela, 42, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 0, 0, 0, 45930.000000, 1.10529884, 0.17592651, 0.004135, 8, -0.004078, 0.967895, 0.900000, 0.000000, 2.000000, 0.000000
1709815531.093378, caravela, 42, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 0, 0, 0, 45931.000000, 1.105299, 0.17592651, 0.006923, 8, -0.003743, 1.008943, 0.900000, 0.000000, 2.000000, 0.000000
1709815532.093606, caravela, 42, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 0, 0, 0, 45932.000000, 1.10529914, 0.17592651, 0.009473, 8, 0.023207, 1.003220, 0.900000, 0.000000, 2.000000, 0.000000
1709815533.093541, caravela, 42, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 0, 0, 0, 45933.000000, 1.1052993, 0.17592652, 0.012192, 8, 0.062019, 1.008157, 0.900000, 0.000000, 2.000000, 0.000000
1709815534.093563, caravela, 42, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 0, 0, 0, 45934.000000, 1.10529946, 0.17592655, 0.014905, 8, 0.103260, 1.007976, 0.900000, 0.000000, 2.000000, 0.000000
1709815535.093662, caravela, 42, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 0, 0, 0, 45935.000000, 1.10529962, 0.1759266, 0.017609, 8, 0.144967, 1.016410, 0.900000, 0.000000, 2.000000, 0.000000
1709815536.094240, caravela, 42, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 0, 0, 0, 45936.000000, 1.10529977, 0.17592665, 0.020337, 8, 0.181842, 1.029167, 0.900000, 0.000000, 2.000000, 0.000000
1709815537.093719, caravela, 42, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 0, 0, 0, 45937.000000, 1.10529993, 0.17592672, 0.023070, 8, 0.208729, 1.032932, 0.900000, 0.000000, 2.000000, 0.000000
1709815538.093354, caravela, 42, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 0, 0, 0, 45938.000000, 1.10530009, 0.1759268, 0.025795, 8, 0.226765, 1.033703, 0.900000, 0.000000, 2.000000, 0.000000
1709815539.094057, caravela, 42, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 0, 0, 0, 45939.000000, 1.10530025, 0.17592688, 0.028512, 8, 0.238331, 1.033273, 0.900000, 0.000000, 2.000000, 0.000000
1709815540.093594, caravela, 42, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 0, 0, 0, 45940.000000, 1.10530041, 0.17592697, 0.031220, 8, 0.245654, 1.032430, 0.900000, 0.000000, 2.000000, 0.000000
1709815541.093569, caravela, 42, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 0, 0, 0, 45941.000000, 1.10530055, 0.17592705, 0.033706, 8, 0.230939, 1.011588, 0.900000, 0.000000, 2.000000, 0.000000
1709815542.093598, caravela, 42, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 0, 0, 0, 45942.000000, 1.1053007, 0.17592712, 0.036346, 8, 0.194367, 1.000324, 0.900000, 0.000000, 2.000000, 0.000000
1709815543.093763, caravela, 42, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 0, 0, 0, 45943.000000, 1.10530086, 0.17592718, 0.039008, 8, 0.153573, 1.000403, 0.900000, 0.000000, 2.000000, 0.000000
1709815544.093579, caravela, 42, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 0, 0, 0, 45944.000000, 1.10530101, 0.17592723, 0.041686, 8, 0.111822, 1.000397, 0.900000, 0.000000, 2.000000, 0.000000
1709815545.093566, caravela, 42, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 0, 0, 0, 45945.000000, 1.10530117, 0.17592726, 0.044378, 8, 0.069853, 1.000381, 0.900000, 0.000000, 2.000000, 0.000000
1709815546.093584, caravela, 42, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 0, 0, 0, 45946.000000, 1.10530132, 0.17592728, 0.047078, 8, 0.027834, 1.000367, 0.900000, 0.000000, 2.000000, 0.000000
