,time,asv_1,asv_2
1,0.0,"(63.32894488171858, 10.079846527466072)","(63.33359615309945, 10.082742256162664)"
2,104.95686197280884,"(63.32894488171858, 10.079846527466072)","(63.33221074115082, 10.07988434268055)"
3,105.95662999153137,"(63.32894488171858, 10.079846527466072)","(63.33221074115082, 10.07988434268055)"
4,106.95598101615906,"(63.32894488171858, 10.079846527466072)","(63.33221074115082, 10.07988434268055)"
5,107.95532178878784,"(63.32894488171858, 10.079846527466072)","(63.33221074115082, 10.07988434268055)"
6,108.95670580863953,"(63.32894488171858, 10.079846527466072)","(63.33220959523522, 10.07988434268055)"
7,109.95562982559204,"(63.32894488171858, 10.079846527466072)","(63.33220787636185, 10.07988434268055)"
8,111.72109699249268,"(63.32894488171858, 10.079846527466072)","(63.33220787636185, 10.07988434268055)"
9,111.95530891418457,"(63.32894488171858, 10.079846527466072)","(63.33220787636185, 10.07988434268055)"
10,112.95533394813538,"(63.32894488171858, 10.079846527466072)","(63.33220787636185, 10.07988434268055)"
11,113.95530891418457,"(63.32894488171858, 10.079846527466072)","(63.33220787636185, 10.07988434268055)"
12,114.95534801483154,"(63.32894488171858, 10.079846527466072)","(63.33220787636185, 10.07988434268055)"
13,115.95533180236816,"(63.32894488171858, 10.079846527466072)","(63.33220787636185, 10.07988434268055)"
14,116.95529890060425,"(63.32894488171858, 10.079846527466072)","(63.33220787636185, 10.07988434268055)"
15,117.95539999008179,"(63.32894488171858, 10.079846527466072)","(63.33220787636185, 10.07988434268055)"
16,118.95557188987732,"(63.32894488171858, 10.079846527466072)","(63.33220787636185, 10.07988434268055)"
17,119.9554328918457,"(63.32894488171858, 10.079846527466072)","(63.33220787636185, 10.07988434268055)"
18,120.95530486106873,"(63.32894488171858, 10.079846527466072)","(63.33220787636185, 10.07988434268055)"
19,121.95571184158325,"(63.32894488171858, 10.079846527466072)","(63.33220787636185, 10.07988434268055)"
20,122.95663499832153,"(63.32894488171858, 10.079846527466072)","(63.33220730340404, 10.07988205084937)"
21,123.9557249546051,"(63.32894488171858, 10.079846527466072)","(63.33220501157287, 10.079875748313624)"
22,124.95638680458069,"(63.32894488171858, 10.079846527466072)","(63.33220271974169, 10.079868872820082)"
23,125.95597982406616,"(63.32894488171858, 10.079846527466072)","(63.332199281994924, 10.07986085141095)"
24,126.95545101165771,"(63.32894488171858, 10.079846527466072)","(63.332194125374755, 10.079848819297252)"
25,127.95535778999329,"(63.32894488171858, 10.079846527466072)","(63.33218724988122, 10.079835641267964)"
26,128.9553349018097,"(63.32894488171858, 10.079846527466072)","(63.33218037438768, 10.079822463238678)"
27,129.95529890060425,"(63.32894488171858, 10.079846527466072)","(63.33217292593634, 10.07981043112498)"
28,130.95694780349731,"(63.32894488171858, 10.079846527466072)","(63.332165477485, 10.079798971969076)"
29,131.95538878440857,"(63.32894488171858, 10.079846527466072)","(63.332157456075876, 10.079788085770968)"
30,132.95860981941223,"(63.32894488171858, 10.079846527466072)","(63.332150007624534, 10.079777772530656)"
31,133.95527482032776,"(63.32894488171858, 10.079846527466072)","(63.3321419862154, 10.079768605205935)"
32,134.95927095413208,"(63.32894488171858, 10.079846527466072)","(63.33213339184847, 10.079759437881213)"
33,135.95528197288513,"(63.32894488171858, 10.079846527466072)","(63.33212537043934, 10.079751989429875)"
34,136.95583486557007,"(63.32894488171858, 10.079846527466072)","(63.33211677607242, 10.079745113936333)"
35,137.95634698867798,"(63.32894488171858, 10.079846527466072)","(63.33210818170549, 10.079738811400588)"
36,138.95594787597656,"(63.32894488171858, 10.079846527466072)","(63.33209958733856, 10.079733081822637)"
37,139.95682191848755,"(63.32894488171858, 10.079846527466072)","(63.33209042001385, 10.079728498160277)"
38,140.95531797409058,"(63.32894488171858, 10.079846527466072)","(63.33208182564691, 10.079725060413505)"
39,141.95529198646545,"(63.32894488171858, 10.079846527466072)","(63.33207265832219, 10.07972219562453)"
40,142.95534300804138,"(63.32894488171858, 10.079846527466072)","(63.33206349099748, 10.079719903793348)"
41,143.955326795578,"(63.32894488171858, 10.079846527466072)","(63.332054896630545, 10.079718757877757)"
42,144.48966598510742,"(63.32894488171858, 10.079846527466072)","(63.33205031296818, 10.07971847139886)"
43,144.95543694496155,"(63.32894488171858, 10.079846527466072)","(63.33204572930582, 10.079718184919964)"
44,145.4896538257599,"(63.32894488171858, 10.079846527466072)","(63.33204114564346, 10.07971847139886)"
45,145.95540690422058,"(63.32894488171858, 10.079846527466072)","(63.3320365619811, 10.079718757877757)"
46,146.48966884613037,"(63.32894488171858, 10.079846527466072)","(63.33203197831874, 10.079719330835552)"
47,146.9553258419037,"(63.32894488171858, 10.079846527466072)","(63.33202739465637, 10.079719903793348)"
48,147.4897198677063,"(63.32894488171858, 10.079846527466072)","(63.33202309747291, 10.07972104970894)"
49,147.9554009437561,"(63.32894488171858, 10.079846527466072)","(63.33201880028945, 10.07972219562453)"
50,148.48959589004517,"(63.32894488171858, 10.079846527466072)","(63.33201421662709, 10.079723628019018)"
51,148.9555139541626,"(63.32894373580299, 10.079846527466072)","(63.33200963296473, 10.079725060413505)"
52,149.48959589004517,"(63.3289425898874, 10.079846527466072)","(63.33200533578126, 10.07972677928689)"
53,149.95531797409058,"(63.3289417304507, 10.079846527466072)","(63.3320010385978, 10.079728498160277)"
54,150.48962688446045,"(63.328940871014005, 10.079846527466072)","(63.331996454935435, 10.079730789991457)"
55,150.9554409980774,"(63.328942016929595, 10.079846527466072)","(63.331991871273075, 10.079733081822637)"
56,151.48960900306702,"(63.328943162845185, 10.079846527466072)","(63.33198757408961, 10.079735946611613)"
57,151.95593786239624,"(63.328945454676365, 10.079846527466072)","(63.33198327690615, 10.079738811400588)"
58,152.4896697998047,"(63.328947746507545, 10.079846527466072)","(63.331978979722685, 10.07974196266846)"
59,152.95586490631104,"(63.32895118425432, 10.079846527466072)","(63.33197468253922, 10.079745113936333)"
60,153.48987579345703,"(63.3289546220011, 10.079846527466072)","(63.33197038535576, 10.079748551683103)"
61,153.95532083511353,"(63.32895891918456, 10.079846527466072)","(63.331966088172294, 10.079751989429875)"
62,154.4896810054779,"(63.328963216368024, 10.079846527466072)","(63.33196207746773, 10.079756000134442)"
63,154.9566957950592,"(63.328967800030384, 10.079846527466072)","(63.331958066763164, 10.079760010839008)"
64,155.48979783058167,"(63.32897238369274, 10.079846527466072)","(63.33195405605859, 10.079764308022472)"
65,155.95539689064026,"(63.328977253834, 10.079846240987175)","(63.33195004535403, 10.079768605205935)"
66,156.4896719455719,"(63.32898212397526, 10.079845954508277)","(63.33194603464946, 10.079773188868295)"
67,156.9559519290924,"(63.32898670763762, 10.079845954508277)","(63.331942023944904, 10.079777772530656)"
68,157.4907100200653,"(63.32899129129998, 10.079845954508277)","(63.33193801324034, 10.079782642671915)"
69,157.95538878440857,"(63.32899587496234, 10.079845954508277)","(63.331934002535775, 10.079787512813173)"
