,time,asv_1,asv_2
26,0.0,"(63.32942272851971, 10.079843662677098)","(63.33054859058714, 10.082125180617307)"
27,0.1879110336303711,"(63.32942702570317, 10.0798433761982)","(63.33054859058714, 10.082114867376994)"
28,0.9995739459991455,"(63.329431322886634, 10.079843089719303)","(63.33054859058714, 10.08210484061558)"
29,1.1876380443572998,"(63.329435906549, 10.079843089719303)","(63.33054859058714, 10.082094813854166)"
30,1.9996440410614014,"(63.32944049021137, 10.079843089719303)","(63.33054859058714, 10.08208478709275)"
31,2.1876790523529053,"(63.32944507387373, 10.079843089719303)","(63.33054859058714, 10.082074760331336)"
32,2.9995429515838623,"(63.32944965753608, 10.079843089719303)","(63.33054859058714, 10.082064447091025)"
33,3.1882059574127197,"(63.32945424119844, 10.079843089719303)","(63.33054859058714, 10.082054133850711)"
34,3.999959945678711,"(63.3294588248608, 10.079843089719303)","(63.33054859058714, 10.082044107089295)"
35,4.188082933425903,"(63.329463122044274, 10.079843089719303)","(63.33054859058714, 10.082034080327881)"
36,4.99965500831604,"(63.32946741922774, 10.079843089719303)","(63.33054859058714, 10.082024053566467)"
37,5.187781095504761,"(63.3294720028901, 10.079843089719303)","(63.33054859058714, 10.082014026805052)"
38,5.9996490478515625,"(63.32947658655245, 10.079843089719303)","(63.33054859058714, 10.082004000043636)"
39,6.187868118286133,"(63.32948117021481, 10.079843089719303)","(63.33054859058714, 10.081993973282222)"
40,7.000117063522339,"(63.32948575387717, 10.079843089719303)","(63.330548877066036, 10.08198366004191)"
41,7.187891006469727,"(63.32949033753954, 10.079843089719303)","(63.33054916354494, 10.081973346801599)"
42,7.999624013900757,"(63.329494921201906, 10.079843089719303)","(63.33054916354494, 10.081963320040185)"
43,8.187648057937622,"(63.32949950486426, 10.079843089719303)","(63.33054916354494, 10.081953293278769)"
44,8.999547958374023,"(63.32950408852662, 10.079843089719303)","(63.33054916354494, 10.081943266517353)"
45,9.188092947006226,"(63.329508385710085, 10.079843089719303)","(63.33054916354494, 10.081933239755939)"
46,9.999690055847168,"(63.329512682893544, 10.079843089719303)","(63.33054916354494, 10.081923212994525)"
47,10.187741041183472,"(63.329516980077, 10.079843089719303)","(63.33054916354494, 10.081913186233109)"
48,11.049706935882568,"(63.32952127726047, 10.079843089719303)","(63.33054916354494, 10.081903159471693)"
49,11.187771081924438,"(63.32952614740173, 10.079843089719303)","(63.33054916354494, 10.08189313271028)"
50,12.000025987625122,"(63.32953101754299, 10.079843089719303)","(63.33054916354494, 10.081882819469968)"
51,12.1876540184021,"(63.32953560120535, 10.079843089719303)","(63.33054916354494, 10.081872506229654)"
52,13.00014591217041,"(63.32954018486771, 10.079843089719303)","(63.33054916354494, 10.08186247946824)"
53,13.18766713142395,"(63.329544482051176, 10.079843089719303)","(63.33054916354494, 10.081852452706826)"
54,13.999547004699707,"(63.329548779234635, 10.079843089719303)","(63.33054916354494, 10.08184242594541)"
55,14.187736988067627,"(63.329553362897, 10.079843089719303)","(63.33054916354494, 10.081832399183996)"
56,15.0000479221344,"(63.32955794655937, 10.079843089719303)","(63.33054916354494, 10.081822372422582)"
57,15.187803983688354,"(63.32956253022172, 10.079843089719303)","(63.33054916354494, 10.081812345661167)"
58,16.000148057937622,"(63.32956711388408, 10.079843089719303)","(63.33054916354494, 10.08180231889975)"
59,16.191543102264404,"(63.32957169754645, 10.079843089719303)","(63.33054916354494, 10.081792292138337)"
60,16.999638080596924,"(63.329576281208816, 10.079843089719303)","(63.33054945002384, 10.081782265376923)"
61,17.187766075134277,"(63.32958057839228, 10.079843089719303)","(63.33054973650274, 10.081772238615507)"
62,18.000965118408203,"(63.32958487557574, 10.079843089719303)","(63.33054973650274, 10.081762211854091)"
63,18.188095092773438,"(63.32958945923809, 10.079843089719303)","(63.33054973650274, 10.081752185092677)"
