timestamp (seconds since 01/01/1970), system, entity , value (rad), off (°)
1710841437.886321, caravela, 7, 0.000000, 0.000000
1710841438.886881, caravela, 7, 0.000000, 0.000000
1710841439.888494, caravela, 7, 0.000000, 0.000000
1710841440.890586, caravela, 7, 0.25731687, 15.000000
1710841441.936448, caravela, 7, 0.25731687, 0.000000
1710841442.938785, caravela, 7, 0.25731687, 0.000000
1710841443.987730, caravela, 7, 0.25731687, 0.000000
1710841445.036278, caravela, 7, 0.25731687, 0.000000
1710841446.086348, caravela, 7, 0.25731687, 0.000000
1710841447.136324, caravela, 7, 0.25731687, 0.000000
1710841448.187649, caravela, 7, 0.25731687, 0.000000
1710841449.236437, caravela, 7, 0.25731687, 0.000000
1710841450.288512, caravela, 7, -0.07261676, 0.000000
1710841451.288428, caravela, 7, -0.07261676, 0.000000
1710841452.341924, caravela, 7, -0.10493047, 0.000000
1710841453.388008, caravela, 7, -0.12042786, 0.000000
1710841454.388975, caravela, 7, -0.13529122, 0.000000
1710841455.438944, caravela, 7, -0.15013498, 0.000000
1710841456.489067, caravela, 7, -0.1639549, 0.000000
1710841457.536236, caravela, 7, -0.17651378, 0.000000
1710841458.586746, caravela, 7, -0.18760948, 0.000000
1710841459.587100, caravela, 7, -0.19663067, 0.000000
1710841460.637947, caravela, 7, -0.20453472, 0.000000
1710841461.686731, caravela, 7, -0.21108611, 0.000000
1710841462.686753, caravela, 7, -0.21641088, 0.000000
1710841463.736237, caravela, 7, -0.22163086, 0.000000
1710841464.753126, caravela, 7, -0.22576033, 0.000000
1710841465.786515, caravela, 7, -0.23016145, 0.000000
1710841466.836941, caravela, 7, -0.23506849, 0.000000
1710841468.386813, caravela, 7, -0.23506849, 0.000000
1710841469.436593, caravela, 7, -0.23506849, 0.000000
1710841470.488954, caravela, 7, 0.26196308, 15.000000
1710841471.536279, caravela, 7, 0.26196308, 0.000000
1710841472.536556, caravela, 7, 0.26196308, 0.000000
1710841473.536683, caravela, 7, 0.26196308, 0.000000
1710841474.586494, caravela, 7, 0.26196308, 0.000000
1710841475.587727, caravela, 7, 0.26196308, 0.000000
1710841476.637035, caravela, 7, 0.26196308, 0.000000
1710841477.687549, caravela, 7, 0.26196308, 0.000000
1710841478.736369, caravela, 7, 0.26196308, 0.000000
1710841479.736380, caravela, 7, 0.26196308, 0.000000
1710841480.789235, caravela, 7, 0.26328556, 15.000000
1710841481.836828, caravela, 7, 0.26328556, 0.000000
1710841482.886219, caravela, 7, 0.26328556, 0.000000
1710841483.886694, caravela, 7, 0.26328556, 0.000000
1710841484.886826, caravela, 7, 0.26328556, 0.000000
1710841485.888488, caravela, 7, 0.26328556, 0.000000
1710841486.888538, caravela, 7, 0.26328556, 0.000000
1710841487.936460, caravela, 7, 0.26328556, 0.000000
1710841488.936720, caravela, 7, 0.26328556, 0.000000
1710841489.986657, caravela, 7, 0.26328556, 0.000000
1710841490.989794, caravela, 7, -0.00556674, 0.000000
1710841492.036372, caravela, 7, -0.00556674, 0.000000
1710841493.036708, caravela, 7, -0.00696049, 0.000000
1710841494.036702, caravela, 7, -0.00751704, 0.000000
1710841495.036930, caravela, 7, -0.00796121, 0.000000
1710841496.047059, caravela, 7, -0.00829408, 0.000000
1710841497.086887, caravela, 7, -0.00853054, 0.000000
1710841498.136805, caravela, 7, -0.00868521, 0.000000
1710841499.187583, caravela, 7, -0.00868521, 0.000000
1710841500.189807, caravela, 7, 0.25295911, 15.000000
