timestamp (seconds since 01/01/1970), system, entity , value (rad), off (°)
1710841942.445150, caravela-2, 7, -0.00784874, 0.000000
1710841943.493335, caravela-2, 7, -0.00777326, 0.000000
1710841944.495561, caravela-2, 7, -0.00775168, 0.000000
1710841945.544476, caravela-2, 7, -0.00776495, 0.000000
1710841946.593227, caravela-2, 7, -0.00776788, 0.000000
1710841947.643611, caravela-2, 7, -0.00775784, 0.000000
1710841948.644361, caravela-2, 7, -0.00776321, 0.000000
1710841949.694602, caravela-2, 7, -0.00775694, 0.000000
1710841950.743061, caravela-2, 7, -0.00775558, 0.000000
1710841951.743069, caravela-2, 7, -0.0077413, 0.000000
1710841952.743073, caravela-2, 7, -0.00775708, 0.000000
1710841953.793216, caravela-2, 7, -0.00774865, 0.000000
1710841954.793242, caravela-2, 7, -0.00775018, 0.000000
1710841955.844823, caravela-2, 7, -0.00774693, 0.000000
1710841956.894096, caravela-2, 7, -0.00774249, 0.000000
1710841957.943347, caravela-2, 7, -0.00775003, 0.000000
1710841958.943650, caravela-2, 7, -0.00774418, 0.000000
1710841960.007697, caravela-2, 7, -0.00773844, 0.000000
1710841961.045146, caravela-2, 7, -0.00773844, 0.000000
1710841962.093652, caravela-2, 7, -0.00773844, 0.000000
1710841963.143090, caravela-2, 7, -0.00773844, 0.000000
1710841964.193196, caravela-2, 7, -0.00773844, 0.000000
1710841965.243583, caravela-2, 7, -0.00773844, 0.000000
1710841966.293322, caravela-2, 7, -0.00773844, 0.000000
1710841967.343182, caravela-2, 7, -0.0077264, 0.000000
1710841968.393428, caravela-2, 7, -0.00772517, 0.000000
1710841969.393499, caravela-2, 7, -0.00772483, 0.000000
1710841970.446566, caravela-2, 7, -0.00773178, 0.000000
1710841971.443262, caravela-2, 7, -0.00773178, 0.000000
1710841972.493010, caravela-2, 7, -0.00773178, 0.000000
1710841973.494050, caravela-2, 7, -0.00773178, 0.000000
1710841974.543378, caravela-2, 7, -0.00773178, 0.000000
1710841975.593044, caravela-2, 7, -0.00773178, 0.000000
1710841976.593055, caravela-2, 7, -0.00773178, 0.000000
1710841977.593059, caravela-2, 7, -0.00773178, 0.000000
1710841978.643288, caravela-2, 7, -0.00773178, 0.000000
1710841979.695001, caravela-2, 7, -0.00773178, 0.000000
1710841980.699390, caravela-2, 7, -0.00771546, 0.000000
1710841981.743172, caravela-2, 7, -0.00771546, 0.000000
1710841982.745455, caravela-2, 7, -0.00772422, 0.000000
1710841983.792980, caravela-2, 7, -0.00772487, 0.000000
1710841984.793120, caravela-2, 7, -0.00770812, 0.000000
1710841985.793517, caravela-2, 7, -0.00769449, 0.000000
1710841986.844908, caravela-2, 7, -0.00769128, 0.000000
1710841987.893210, caravela-2, 7, -0.00770562, 0.000000
1710841988.942977, caravela-2, 7, -0.00771593, 0.000000
1710841989.943022, caravela-2, 7, -0.00770544, 0.000000
