timestamp (seconds since 01/01/1970), system, entity , validity (bitfield), type (enumerated), utc_year, utc_month, utc_day, utc_time (s), lat (rad), lon (rad), height (m), satellites, cog (rad), sog (m/s), hdop, vdop, hacc (m), vacc (m)
1710841483.943046, caravela-2, 35, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 0, 0, 0, 35083.000000, 1.1053214, 0.17592684, -0.000000, 8, 0.000000, 0.000000, 0.900000, 0.000000, 2.000000, 0.000000
1710841937.898044, caravela-2, 41, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 0, 0, 0, 35537.000000, 1.1053214, 0.17592684, -0.000000, 8, 0.000000, 0.000000, 0.900000, 0.000000, 2.000000, 0.000000
1710841938.898717, caravela-2, 41, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 0, 0, 0, 35538.000000, 1.1053214, 0.17592684, -0.000000, 8, 0.000000, 0.000000, 0.900000, 0.000000, 2.000000, 0.000000
1710841939.898110, caravela-2, 41, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 0, 0, 0, 35539.000000, 1.1053214, 0.17592684, -0.000000, 8, 0.000000, 0.000000, 0.900000, 0.000000, 2.000000, 0.000000
1710841940.897990, caravela-2, 41, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 0, 0, 0, 35540.000000, 1.1053214, 0.17592684, -0.000000, 8, 0.000000, 0.000000, 0.900000, 0.000000, 2.000000, 0.000000
1710841941.898826, caravela-2, 41, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 0, 0, 0, 35541.000000, 1.10532139, 0.17592684, -0.000207, 8, -0.000002, 0.332791, 0.900000, 0.000000, 2.000000, 0.000000
1710841942.897971, caravela-2, 41, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 0, 0, 0, 35542.000000, 1.10532135, 0.17592684, -0.000975, 8, -0.000052, 0.219518, 0.900000, 0.000000, 2.000000, 0.000000
1710841943.897977, caravela-2, 41, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 0, 0, 0, 35543.000000, 1.10532134, 0.17592684, -0.000993, 8, -0.002879, 0.188621, 0.900000, 0.000000, 2.000000, 0.000000
1710841944.898401, caravela-2, 41, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 0, 0, 0, 35544.000000, 1.10532137, 0.17592684, -0.000482, 8, -0.006127, 0.199936, 0.900000, 0.000000, 2.000000, 0.000000
1710841945.898936, caravela-2, 41, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 0, 0, 0, 35545.000000, 1.10532141, 0.17592684, 0.000081, 8, -0.007600, 0.217432, 0.900000, 0.000000, 2.000000, 0.000000
