,time,asv_1,asv_2
24,0.0,"(63.32941528006838, 10.079846527466072)","(63.331669868992215, 10.07986572155221)"
25,0.3311901092529297,"(63.329419863730735, 10.079846527466072)","(63.33166528532985, 10.079865435073312)"
26,1.0001580715179443,"(63.329424447393095, 10.079846527466072)","(63.33166070166749, 10.079865435073312)"
27,1.331207036972046,"(63.329429031055454, 10.079846527466072)","(63.33165611800513, 10.079865435073312)"
28,1.9999871253967285,"(63.329433614717814, 10.079846527466072)","(63.33165153434277, 10.079865435073312)"
29,2.3312489986419678,"(63.32943791190128, 10.07984681394497)","(63.331646950680415, 10.079865435073312)"
30,2.9999840259552,"(63.32944220908474, 10.079847100423867)","(63.33164236701805, 10.079865435073312)"
31,3.3315019607543945,"(63.329446792747106, 10.079847100423867)","(63.33163778335568, 10.079865435073312)"
32,4.000140905380249,"(63.32945137640947, 10.079847100423867)","(63.33163319969333, 10.079865435073312)"
33,4.3313000202178955,"(63.329455960071826, 10.079847100423867)","(63.33162861603097, 10.079865435073312)"
34,5.000011920928955,"(63.329460543734186, 10.079847100423867)","(63.33162403236861, 10.079865435073312)"
35,5.331254959106445,"(63.32946512739655, 10.079847100423867)","(63.33161944870625, 10.079865435073312)"
36,6.000030040740967,"(63.32946971105892, 10.079847100423867)","(63.33161457856499, 10.079865435073312)"
37,6.338478088378906,"(63.32947429472128, 10.079847386902765)","(63.33160970842373, 10.079865435073312)"
38,7.019344091415405,"(63.32947887838363, 10.079847673381662)","(63.33160541124026, 10.079865148594415)"
39,7.331371068954468,"(63.32948346204599, 10.079847673381662)","(63.3316011140568, 10.079864862115517)"
40,8.012485980987549,"(63.32948804570835, 10.079847673381662)","(63.331596530394435, 10.079864862115517)"
41,8.331226110458374,"(63.32949234289181, 10.079847673381662)","(63.331591946732075, 10.079864862115517)"
42,8.999974012374878,"(63.32949664007528, 10.079847673381662)","(63.331587363069715, 10.079864862115517)"
43,9.331417083740234,"(63.329501223737644, 10.079847673381662)","(63.331582779407356, 10.079864862115517)"
44,9.999974012374878,"(63.32950580740001, 10.079847673381662)","(63.331578195744996, 10.079864862115517)"
45,10.332462072372437,"(63.32951010458348, 10.079847673381662)","(63.331573612082636, 10.079864862115517)"
46,11.000169038772583,"(63.329514401766936, 10.079847673381662)","(63.331569028420276, 10.079864862115517)"
47,11.331264019012451,"(63.32951898542929, 10.07984795986056)","(63.33156444475791, 10.079864862115517)"
48,12.00026798248291,"(63.32952356909165, 10.079848246339457)","(63.33155986109555, 10.079864862115517)"
49,12.3315110206604,"(63.329528152754015, 10.079848246339457)","(63.33155527743319, 10.079864862115517)"
50,13.000211000442505,"(63.32953273641638, 10.079848246339457)","(63.331550693770836, 10.079864862115517)"
51,13.331209897994995,"(63.32953732007874, 10.079848246339457)","(63.33154611010848, 10.079864862115517)"
52,14.000112056732178,"(63.329541903741095, 10.079848246339457)","(63.33154181292501, 10.07986457563662)"
53,14.331232070922852,"(63.32954620092456, 10.079848246339457)","(63.33153751574154, 10.079864289157722)"
54,15.000010967254639,"(63.32955049810803, 10.079848246339457)","(63.33153293207918, 10.079864289157722)"
55,15.331350088119507,"(63.329555081770394, 10.079848532818355)","(63.33152834841682, 10.079864289157722)"
56,16.000019073486328,"(63.329559665432754, 10.079848819297252)","(63.33152376475446, 10.079864289157722)"
57,16.331317901611328,"(63.329564249095114, 10.079848819297252)","(63.3315191810921, 10.079864289157722)"
