,time,asv_1,asv_2
24,0.0,"(63.32961552881777, 10.079985183252493)","(63.330428269450174, 10.079885488596142)"
25,0.4841039180755615,"(63.329619826001235, 10.07998690212588)","(63.330430561281354, 10.07988577507504)"
26,0.9999749660491943,"(63.329624409663595, 10.079988334520367)","(63.330432853112534, 10.079886061553937)"
27,1.484039068222046,"(63.32962899332596, 10.079989766914855)","(63.33043485846481, 10.079886061553937)"
28,1.9999818801879883,"(63.32963357698832, 10.079991485788241)","(63.3304368638171, 10.079886061553937)"
29,2.484135866165161,"(63.32963816065068, 10.079993204661626)","(63.33043915564828, 10.079886061553937)"
30,3.0000460147857666,"(63.32964245783414, 10.079994637056114)","(63.33044144747946, 10.079886061553937)"
31,3.4845330715179443,"(63.329646755017606, 10.079996069450601)","(63.330443452831744, 10.079886061553937)"
32,4.000377893447876,"(63.329651338679966, 10.079997501845089)","(63.33044545818402, 10.079886061553937)"
33,4.4841320514678955,"(63.32965592234233, 10.079998934239576)","(63.3304474635363, 10.079886348032835)"
34,5.00037693977356,"(63.3296602195258, 10.080000653112961)","(63.33044946888859, 10.079886634511732)"
35,5.483936071395874,"(63.329664516709265, 10.080002371986348)","(63.33045176071977, 10.079886634511732)"
36,6.000105857849121,"(63.32966910037162, 10.080003804380835)","(63.33045405255095, 10.079886634511732)"
37,6.48400092124939,"(63.32967368403398, 10.080005236775323)","(63.330456057903234, 10.079886634511732)"
38,7.000321865081787,"(63.32967826769634, 10.08000695564871)","(63.33045806325552, 10.079886634511732)"
39,7.483989953994751,"(63.3296828513587, 10.080008674522094)","(63.3304603550867, 10.079886634511732)"
40,8.00000286102295,"(63.32968714854216, 10.080010106916582)","(63.33046264691787, 10.079886634511732)"
41,8.483932971954346,"(63.329691445725636, 10.08001153931107)","(63.33046465227016, 10.079886348032835)"
42,9.000170946121216,"(63.32969602938799, 10.080012971705557)","(63.330466657622445, 10.079886061553937)"
43,9.484437942504883,"(63.32970061305035, 10.080014404100046)","(63.33046894945362, 10.079886061553937)"
44,10.000006914138794,"(63.32970519671271, 10.080016122973431)","(63.3304712412848, 10.079886061553937)"
45,10.483989953994751,"(63.32970978037507, 10.080017841846816)","(63.330473246637084, 10.079886061553937)"
46,10.999770879745483,"(63.329714077558535, 10.080019274241304)","(63.33047525198937, 10.079886061553937)"
47,11.483970880508423,"(63.329718374741994, 10.080020706635791)","(63.33047754382055, 10.079886061553937)"
48,11.99999189376831,"(63.32972295840436, 10.08002213903028)","(63.33047983565173, 10.079886061553937)"
49,12.4842209815979,"(63.32972754206673, 10.080023571424768)","(63.330481841004016, 10.07988577507504)"
50,12.999958992004395,"(63.32973183925019, 10.080025290298153)","(63.330483846356294, 10.079885488596142)"
51,13.48392105102539,"(63.32973613643365, 10.080027009171538)","(63.330486138187474, 10.079885488596142)"
52,13.99995493888855,"(63.32974072009601, 10.080028441566025)","(63.330488430018654, 10.079885488596142)"
53,14.487998962402344,"(63.329745303758365, 10.080029873960514)","(63.33049043537093, 10.079885202117243)"
54,15.000011920928955,"(63.32974988742073, 10.080031306355002)","(63.33049244072322, 10.079884915638345)"
55,15.483959913253784,"(63.3297544710831, 10.08003273874949)","(63.3304947325544, 10.079884629159448)"
56,15.999964952468872,"(63.32975876826656, 10.080034171143978)","(63.33049702438558, 10.07988434268055)"
57,16.48426103591919,"(63.329763065450024, 10.080035603538466)","(63.330499029737865, 10.079884056201653)"
58,16.999995946884155,"(63.329767649112384, 10.080037322411851)","(63.330501035090144, 10.079883769722755)"
59,17.484357833862305,"(63.329772232774744, 10.080039041285236)","(63.330503326921324, 10.079883483243858)"
60,17.999964952468872,"(63.32977652995821, 10.080040473679723)","(63.330505618752504, 10.07988319676496)"
61,18.484421968460083,"(63.32978082714167, 10.08004190607421)","(63.33050762410478, 10.079882910286063)"
62,18.99997305870056,"(63.329785410804035, 10.080043338468698)","(63.33050962945707, 10.079882623807165)"
63,19.484039068222046,"(63.329789994466395, 10.080044770863188)","(63.330511921288256, 10.079882337328268)"
64,19.99995183944702,"(63.32979429164986, 10.080046203257675)","(63.33051421311944, 10.07988205084937)"
65,20.484012842178345,"(63.32979858883332, 10.080047635652162)","(63.33051650495062, 10.079881764370473)"
66,20.999985933303833,"(63.32980317249568, 10.080049068046652)","(63.3305187967818, 10.079881477891576)"
67,21.48393487930298,"(63.32980775615804, 10.08005050044114)","(63.33052108861298, 10.07988090493378)"
68,22.00197696685791,"(63.32981233982039, 10.080051932835627)","(63.330523380444156, 10.079880331975986)"
69,22.484020948410034,"(63.32981692348275, 10.080053365230114)","(63.33052538579644, 10.079880045497088)"
70,22.99997591972351,"(63.32982122066622, 10.080054797624602)","(63.33052739114873, 10.07987975901819)"
71,23.483962059020996,"(63.32982551784969, 10.08005623001909)","(63.33052968297991, 10.079879186060396)"
72,23.999974966049194,"(63.32983010151205, 10.080057662413578)","(63.33053197481109, 10.079878613102599)"
73,24.483940839767456,"(63.32983468517441, 10.080059094808066)","(63.330533980163366, 10.079878326623701)"
74,24.999871969223022,"(63.32983898235787, 10.080060527202555)","(63.33053598551565, 10.079878040144804)"
75,25.483945846557617,"(63.329843279541336, 10.080061959597042)","(63.33053799086794, 10.079877467187009)"
76,25.99998903274536,"(63.329847863203696, 10.08006339199153)","(63.33053999622022, 10.079876894229214)"
77,26.484513998031616,"(63.329852446866056, 10.080064824386017)","(63.3305422880514, 10.079876607750318)"
78,26.999997854232788,"(63.329857030528416, 10.080066256780505)","(63.33054457988258, 10.07987632127142)"
79,27.48403286933899,"(63.32986161419078, 10.080067689174992)","(63.33054687171376, 10.079876034792523)"
80,28.003432989120483,"(63.32986591137424, 10.08006912156948)","(63.33054916354494, 10.079875748313624)"
81,28.48411798477173,"(63.32987020855771, 10.080070553963969)","(63.330551168897216, 10.079875461834726)"
82,29.002250909805298,"(63.32987479222007, 10.080071986358456)","(63.3305531742495, 10.079875175355829)"
83,29.484254837036133,"(63.32987937588243, 10.080073418752944)","(63.33055546608068, 10.079874888876931)"
84,29.999997854232788,"(63.32988367306589, 10.080074851147433)","(63.33055775791186, 10.079874602398034)"
