timestamp (seconds since 01/01/1970), system, entity , value (rad), off (°)
1710841943.934255, caravela, 7, -0.00443128, 0.000000
1710841944.984198, caravela, 7, -0.00439734, 0.000000
1710841946.034088, caravela, 7, -0.00439254, 0.000000
1710841947.035747, caravela, 7, -0.00440574, 0.000000
1710841948.084105, caravela, 7, -0.00440998, 0.000000
1710841949.084508, caravela, 7, -0.00443118, 0.000000
1710841950.135787, caravela, 7, 0.25737729, 15.000000
1710841951.134218, caravela, 7, 0.25737729, 0.000000
1710841952.184100, caravela, 7, 0.25737729, 0.000000
1710841953.184453, caravela, 7, 0.25737729, 0.000000
1710841954.192821, caravela, 7, 0.25737729, 0.000000
1710841955.234390, caravela, 7, 0.25737729, 0.000000
1710841956.235159, caravela, 7, 0.25737729, 0.000000
1710841957.284225, caravela, 7, 0.25737729, 0.000000
1710841958.284340, caravela, 7, 0.25737729, 0.000000
1710841959.291001, caravela, 7, 0.25737729, 0.000000
1710841960.334229, caravela, 7, -0.09864504, 0.000000
1710841961.334470, caravela, 7, -0.12064347, 0.000000
1710841962.385030, caravela, 7, -0.14185711, 0.000000
1710841963.434085, caravela, 7, -0.16502315, 0.000000
1710841964.434821, caravela, 7, -0.18751191, 0.000000
1710841965.486700, caravela, 7, -0.21140808, 0.000000
1710841966.534161, caravela, 7, -0.23552648, 0.000000
1710841967.584252, caravela, 7, -0.26016437, 0.000000
1710841968.584591, caravela, 7, -0.28415262, 0.000000
1710841969.584438, caravela, 7, -0.30882407, 0.000000
1710841970.634482, caravela, 7, -0.33687681, 0.000000
1710841971.634415, caravela, 7, -0.3631248, 0.000000
1710841972.634545, caravela, 7, -0.3926975, 0.000000
1710841973.684514, caravela, 7, -0.42832466, 0.000000
1710841975.434294, caravela, 7, -0.42832466, 0.000000
1710841976.484103, caravela, 7, -0.42832466, 0.000000
1710841977.484416, caravela, 7, -0.42832466, 0.000000
1710841978.534514, caravela, 7, -0.42832466, 0.000000
1710841979.587485, caravela, 7, -0.42832466, 0.000000
1710841980.587290, caravela, 7, 0.26491153, 15.000000
1710841981.634701, caravela, 7, 0.26491153, 0.000000
1710841982.684112, caravela, 7, 0.26491153, 0.000000
1710841983.684229, caravela, 7, 0.26491153, 0.000000
1710841984.684599, caravela, 7, 0.26491153, 0.000000
1710841985.734452, caravela, 7, 0.26491153, 0.000000
1710841986.784314, caravela, 7, 0.26491153, 0.000000
