,time,asv_1,asv_2
10,0.0,"(63.32948833218725, 10.08005164635673)","(63.330432853112534, 10.079871737609059)"
11,0.46190500259399414,"(63.329492629370726, 10.0800550841035)","(63.33043485846481, 10.079871451130161)"
12,0.9998340606689453,"(63.329496926554185, 10.080058235371375)","(63.3304368638171, 10.079871164651264)"
13,1.461885929107666,"(63.32950122373765, 10.080061386639247)","(63.33043915564828, 10.079871164651264)"
14,1.999798059463501,"(63.32950552092112, 10.08006453790712)","(63.33044144747946, 10.079871164651264)"
15,2.4618849754333496,"(63.329509818104576, 10.080067689174992)","(63.330443452831744, 10.079870878172366)"
16,2.999846935272217,"(63.329514115288035, 10.080071126921762)","(63.33044545818402, 10.079870591693469)"
17,3.4619319438934326,"(63.3295184124715, 10.080074564668534)","(63.3304477500152, 10.07987030521457)"
18,3.9998250007629395,"(63.32952270965497, 10.080077715936408)","(63.33045004184638, 10.079870018735672)"
19,4.461956977844238,"(63.329527006838426, 10.08008086720428)","(63.33045204719866, 10.079870018735672)"
20,4.999840021133423,"(63.329531304021884, 10.080084018472153)","(63.33045405255095, 10.079870018735672)"
21,5.461954116821289,"(63.32953560120535, 10.080087169740027)","(63.33045634438213, 10.079869732256775)"
22,5.999927043914795,"(63.329539898388816, 10.080090321007901)","(63.33045863621331, 10.079869445777877)"
23,6.461935997009277,"(63.329544195572275, 10.080093472275774)","(63.330460641565594, 10.07986915929898)"
24,6.999819040298462,"(63.329548492755734, 10.080096623543646)","(63.33046264691787, 10.079868872820082)"
25,7.461925029754639,"(63.3295527899392, 10.08009977481152)","(63.33046493874905, 10.079868872820082)"
26,7.9998180866241455,"(63.329557087122666, 10.080102926079395)","(63.33046723058023, 10.079868872820082)"
27,8.461910963058472,"(63.32956138430613, 10.080106077347267)","(63.33046923593251, 10.079868586341185)"
28,9.000770092010498,"(63.3295656814896, 10.08010922861514)","(63.3304712412848, 10.079868299862287)"
29,9.461869955062866,"(63.329569978673064, 10.080112379883014)","(63.33047353311598, 10.07986801338339)"
