,time,asv_1,asv_2,asv_3
68,0.0,"(63.32939809133452, 10.079736519569407)","(63.33058468692823, 10.07791871547139)","(63.329810620947015, 10.081176553494503)"
69,0.16187787055969238,"(63.32940114710943, 10.07973804745686)","(63.33058468692823, 10.077925399979)","(63.32981348573599, 10.081174452649254)"
70,0.8142759799957275,"(63.329404202884334, 10.079739575344314)","(63.33058468692823, 10.077932084486608)","(63.329816350524965, 10.081172351804005)"
71,0.9988589286804199,"(63.329407258659245, 10.079741103231768)","(63.33058468692823, 10.077938768994219)","(63.32981921531394, 10.081170059972825)"
72,1.1622309684753418,"(63.32941012344822, 10.079742822105153)","(63.33058468692823, 10.077945453501828)","(63.329822080102915, 10.081167768141643)"
73,1.8161919116973877,"(63.329412988237195, 10.07974454097854)","(63.33058468692823, 10.077952138009438)","(63.32982494489189, 10.081165476310463)"
74,1.9987587928771973,"(63.32941585302617, 10.079746259851925)","(63.33058468692823, 10.077958822517047)","(63.329827618694935, 10.081163184479284)"
75,2.1622419357299805,"(63.329418717815145, 10.079748360697174)","(63.33058468692823, 10.077965507024658)","(63.32983029249798, 10.081160892648102)"
76,2.813832998275757,"(63.32942158260412, 10.079750461542423)","(63.33058468692823, 10.077972191532268)","(63.329832966301026, 10.081158600816922)"
77,2.9987668991088867,"(63.329424447393095, 10.079752562387672)","(63.33058468692823, 10.077978876039877)","(63.32983583109, 10.081156308985742)"
78,3.1623339653015137,"(63.32942731218207, 10.07975466323292)","(63.33058468692823, 10.077985560547488)","(63.329838695878976, 10.08115401715456)"
79,3.815485954284668,"(63.32943017697105, 10.07975676407817)","(63.330584495942304, 10.077992245055096)","(63.32984156066795, 10.08115172532338)"
80,3.999295949935913,"(63.329433041760026, 10.079758864923418)","(63.330584304956375, 10.077998929562707)","(63.329844425456926, 10.0811494334922)"
81,4.162009954452515,"(63.32943571556307, 10.07976134774053)","(63.330584113970446, 10.078005614070316)","(63.3298472902459, 10.081147141661019)"
82,4.814865827560425,"(63.32943838936611, 10.079763830557642)","(63.330584113970446, 10.078012298577926)","(63.329850155034876, 10.081144849829839)"
83,4.998786926269531,"(63.329441063169156, 10.079766313374753)","(63.330584113970446, 10.078018983085537)","(63.32985301982385, 10.081142557998659)"
84,5.161794900894165,"(63.32944392795813, 10.079768987177797)","(63.330584113970446, 10.078025667593147)","(63.329855884612826, 10.081140266167477)"
85,5.8142619132995605,"(63.329446792747106, 10.079771660980843)","(63.330584113970446, 10.078032352100758)","(63.3298587494018, 10.081137974336297)"
86,5.999017953872681,"(63.32944965753608, 10.079774334783886)","(63.330584113970446, 10.078039036608367)","(63.32986161419078, 10.081135682505117)"
87,6.162014961242676,"(63.32945233133913, 10.079777390558794)","(63.330584113970446, 10.078045721115977)","(63.32986447897976, 10.081133390673935)"
88,6.814023971557617,"(63.32945500514217, 10.0797804463337)","(63.330584113970446, 10.078052405623586)","(63.32986734376874, 10.081131098842755)"
89,6.998790979385376,"(63.32945767894522, 10.079783502108608)","(63.330584113970446, 10.078059090131196)","(63.32987001757178, 10.081128807011575)"
90,7.161932945251465,"(63.329460352748264, 10.079786748869447)","(63.330584113970446, 10.078065774638805)","(63.329872691374824, 10.081126515180395)"
91,7.814306974411011,"(63.3294630265513, 10.079789995630286)","(63.330584113970446, 10.078072459146416)","(63.32987536517786, 10.081124223349216)"
92,7.998816967010498,"(63.32946570035435, 10.079793242391125)","(63.330584113970446, 10.078079143654024)","(63.329878229966845, 10.081121931518034)"
93,8.161795854568481,"(63.32946837415739, 10.079796489151963)","(63.330584113970446, 10.078085828161635)","(63.32988109475582, 10.081119639686854)"
94,8.814673900604248,"(63.32947104796044, 10.079799735912804)","(63.330584113970446, 10.078092512669246)","(63.3298839595448, 10.081117347855672)"
95,8.999068975448608,"(63.329473721763485, 10.079802982673643)","(63.330584113970446, 10.078099197176854)","(63.32988682433378, 10.081115056024492)"
96,9.162338972091675,"(63.32947639556652, 10.079806420420415)","(63.330584113970446, 10.078105881684465)","(63.32988968912275, 10.08111276419331)"
97,9.81411600112915,"(63.32947906936957, 10.079809858167184)","(63.330583922984516, 10.078112566192075)","(63.329892553911726, 10.08111047236213)"
98,9.99872899055481,"(63.32948174317261, 10.079813295913956)","(63.33058373199858, 10.078119250699684)","(63.3298954187007, 10.08110818053095)"
99,10.162158012390137,"(63.32948441697565, 10.079816733660726)","(63.33058354101265, 10.078125935207295)","(63.329898283489676, 10.081105888699769)"
100,10.814205884933472,"(63.32948709077869, 10.079820171407498)","(63.33058354101265, 10.078132619714905)","(63.32990114827865, 10.081103596868589)"
101,10.999010801315308,"(63.32948976458174, 10.079823609154268)","(63.33058354101265, 10.078139304222514)","(63.3299038220817, 10.081101305037409)"
102,11.161809921264648,"(63.32949224739885, 10.079826855915107)","(63.33058354101265, 10.078145988730125)","(63.329906495884735, 10.081099013206227)"
103,11.814019918441772,"(63.32949473021596, 10.079830102675945)","(63.33058354101265, 10.078152673237733)","(63.32990916968778, 10.081096721375047)"
104,11.999359846115112,"(63.32949721303308, 10.079833349436784)","(63.33058354101265, 10.078159357745344)","(63.329912034476756, 10.081094429543867)"
105,12.161810874938965,"(63.329498931906464, 10.079835832253897)","(63.33058354101265, 10.078166042252953)","(63.32991489926574, 10.081092137712686)"
106,12.815239906311035,"(63.32950065077985, 10.079838315071008)","(63.33058354101265, 10.078172726760563)","(63.32991776405471, 10.081089845881506)"
107,12.999490976333618,"(63.329502369653234, 10.07984079788812)","(63.33058354101265, 10.078179411268172)","(63.32992062884369, 10.081087363064393)"
108,13.161799907684326,"(63.32950427951255, 10.0798430897193)","(63.33058354101265, 10.078186095775783)","(63.32992349363266, 10.081084880247282)"
109,13.814050912857056,"(63.32950618937187, 10.079845381550482)","(63.33058354101265, 10.078192780283393)","(63.32992635842164, 10.081082397430169)"
110,13.998723983764648,"(63.329508099231184, 10.079847673381662)","(63.33058354101265, 10.078199464791002)","(63.32992922321061, 10.08108010559899)"
111,14.161875009536743,"(63.329510009090505, 10.079850156198775)","(63.33058354101265, 10.078206149298612)","(63.32993208799959, 10.081077813767807)"
112,14.814061880111694,"(63.32951191894982, 10.079852639015888)","(63.330583350026714, 10.078212833806223)","(63.32993495278856, 10.081075521936627)"
113,14.998689889907837,"(63.32951382880914, 10.079855121833)","(63.330583159040785, 10.078219518313832)","(63.32993762659161, 10.081073230105448)"
114,15.16185188293457,"(63.32951631162625, 10.07985836859384)","(63.33058296805485, 10.078226202821442)","(63.32994030039465, 10.081070938274266)"
115,15.814032793045044,"(63.32951879444336, 10.079861615354679)","(63.33058296805485, 10.078232314371256)","(63.32994297419769, 10.081068646443086)"
116,15.998775959014893,"(63.32952127726047, 10.079864862115517)","(63.33058296805485, 10.078238425921072)","(63.32994583898667, 10.081066354611906)"
117,16.161880016326904,"(63.329523760077585, 10.07986849084822)","(63.33058296805485, 10.078244537470885)","(63.32994870377564, 10.081064062780724)"
118,16.81406879425049,"(63.329526242894694, 10.079872119580921)","(63.33058296805485, 10.078251030992565)","(63.32995156856462, 10.081061770949544)"
119,16.999161958694458,"(63.32952872571181, 10.079875748313624)","(63.33058296805485, 10.078257524514243)","(63.32995443335359, 10.081059479118364)"
120,17.16178297996521,"(63.329531399514856, 10.079879186060396)","(63.33058296805485, 10.078264018035922)","(63.329957298142574, 10.081057187287184)"
121,17.81414294242859,"(63.3295340733179, 10.079882623807165)","(63.33058258608299, 10.0782705115576)","(63.32996016293155, 10.081054895456004)"
122,18.000011920928955,"(63.32953674712095, 10.079886061553937)","(63.330582204111124, 10.078277005079277)","(63.329963027720524, 10.081052603624823)"
123,18.161768913269043,"(63.329539420923986, 10.079889499300707)","(63.330581822139266, 10.078283498600955)","(63.3299658925095, 10.081050311793643)"
124,18.8142249584198,"(63.32954209472703, 10.079892937047479)","(63.330581631153336, 10.078289228178907)","(63.329968757298474, 10.081048019962461)"
125,18.999403953552246,"(63.32954476853007, 10.079896374794249)","(63.3305814401674, 10.078294957756858)","(63.32997143110152, 10.081045537145348)"
126,19.162173986434937,"(63.329547442333116, 10.07989981254102)","(63.33058124918147, 10.07830068733481)","(63.32997410490456, 10.081043054328237)"
127,19.815021991729736,"(63.329550116136154, 10.07990325028779)","(63.330580867209605, 10.078307180856488)","(63.329976778707604, 10.081040571511124)"
128,19.999472856521606,"(63.3295527899392, 10.079906688034562)","(63.33058048523774, 10.078313674378167)","(63.32997964349658, 10.081038279679944)"
129,20.161777019500732,"(63.329555463742246, 10.079910125781332)","(63.33058010326587, 10.078320167899845)","(63.32998250828555, 10.081035987848765)"
130,20.814149856567383,"(63.32955813754529, 10.079913563528104)","(63.330579912279944, 10.078326661421523)","(63.32998537307453, 10.081033696017585)"
131,20.99881601333618,"(63.32956081134834, 10.079917001274874)","(63.330579721294015, 10.0783331549432)","(63.3299882378635, 10.081031213200472)"
132,21.161792993545532,"(63.32956329416545, 10.079920439021643)","(63.330579530308086, 10.078339648464878)","(63.329991102652485, 10.081028730383359)"
133,21.814087867736816,"(63.32956577698256, 10.079923876768415)","(63.330579339322156, 10.078345760014694)","(63.32999396744146, 10.081026247566246)"
134,21.998782873153687,"(63.32956825979968, 10.079927314515185)","(63.33057914833622, 10.078351871564507)","(63.329996641244506, 10.081023955735066)"
135,22.16616201400757,"(63.32957036064493, 10.079929797332298)","(63.33057895735029, 10.078357983114323)","(63.329999315047544, 10.081021663903885)"
136,22.813846826553345,"(63.32957246149017, 10.07993228014941)","(63.33057895735029, 10.07836428565007)","(63.33000198885059, 10.081019372072705)"
137,22.999361991882324,"(63.329574562335424, 10.079934762966523)","(63.33057895735029, 10.078370588185814)","(63.330004853639565, 10.081016889255592)"
138,23.161741971969604,"(63.32957628120881, 10.079937054797703)","(63.33057895735029, 10.078376890721561)","(63.33000771842854, 10.08101440643848)"
139,23.81408190727234,"(63.32957800008219, 10.079939346628883)","(63.330578766364354, 10.07838338424324)","(63.330010583217515, 10.081011923621368)"
140,23.999133825302124,"(63.32957971895558, 10.079941638460063)","(63.330578575378425, 10.078389877764918)","(63.33001344800649, 10.081009631790188)"
141,24.163421869277954,"(63.32958143782896, 10.079944121277176)","(63.33057838439249, 10.078396371286598)","(63.330016312795465, 10.081007339959006)"
142,24.814051866531372,"(63.329583156702355, 10.079946604094289)","(63.33057800242063, 10.078402673822344)","(63.33001917758444, 10.081005048127826)"
143,24.998716831207275,"(63.32958487557574, 10.079949086911402)","(63.330577620448764, 10.078408976358089)","(63.330021851387485, 10.081002565310715)"
144,25.162367820739746,"(63.32958735839285, 10.079951951700377)","(63.330577238476906, 10.078415278893836)","(63.33002452519053, 10.081000082493603)"
145,25.816162824630737,"(63.32958984120996, 10.079954816489352)","(63.33057666551911, 10.078421772415513)","(63.33002719899358, 10.080997599676492)"
146,25.998761892318726,"(63.32959232402707, 10.079957681278326)","(63.33057609256131, 10.078428265937191)","(63.33003006378255, 10.08099530784531)"
147,26.16182780265808,"(63.329594997830114, 10.079961119025098)","(63.330575519603514, 10.078434759458869)","(63.330032928571526, 10.08099301601413)"
148,26.814265966415405,"(63.32959767163316, 10.079964556771868)","(63.33057494664572, 10.078441252980548)","(63.3300357933605, 10.080990724182948)"
149,26.998769998550415,"(63.329600345436205, 10.07996799451864)","(63.330574373687924, 10.078447746502226)","(63.330038658149476, 10.080988241365835)"
150,27.16202187538147,"(63.32960301923925, 10.07997143226541)","(63.33057380073013, 10.078454240023905)","(63.33004152293845, 10.080985758548724)"
151,27.8142249584198,"(63.32960569304229, 10.079974870012181)","(63.330573227772334, 10.078460924531516)","(63.330044387727426, 10.080983275731612)"
152,27.998791933059692,"(63.329608366845335, 10.079978307758951)","(63.33057265481454, 10.078467609039125)","(63.33004706153047, 10.080980792914499)"
153,28.162647008895874,"(63.32961104064838, 10.07998155451979)","(63.330572081856744, 10.078474293546735)","(63.33004973533352, 10.080978310097388)"
154,28.814128875732422,"(63.329613714451426, 10.07998480128063)","(63.33057131791302, 10.078480787068413)","(63.33005240913656, 10.080975827280275)"
155,28.99883794784546,"(63.32961638825447, 10.07998804804147)","(63.33057055396929, 10.07848728059009)","(63.33005527392554, 10.080973344463162)"
156,29.16235589981079,"(63.32961848909972, 10.079990721844514)","(63.330569790025564, 10.078493774111768)","(63.33005813871451, 10.080970861646051)"
157,29.81498384475708,"(63.329620589944966, 10.079993395647557)","(63.33056902608184, 10.078500267633446)","(63.33006100350349, 10.080968378828938)"
158,29.999688863754272,"(63.32962269079022, 10.079996069450601)","(63.33056826213811, 10.078506761155124)","(63.33006367730653, 10.080966086997758)"
159,30.161876916885376,"(63.3296244096636, 10.079998361281781)","(63.330567498194384, 10.078513254676801)","(63.33006635110957, 10.080963795166577)"
160,30.81401801109314,"(63.32962612853698, 10.080000653112963)","(63.33056673425066, 10.078519748198481)","(63.33006902491262, 10.080961503335397)"
161,30.999558925628662,"(63.329627847410364, 10.080002944944143)","(63.33056597030693, 10.078526241720159)","(63.33007188970159, 10.080959020518284)"
162,31.16184091567993,"(63.32962956628376, 10.080005045789392)","(63.330565206363204, 10.078532735241838)","(63.330074754490575, 10.080956537701173)"
163,31.814087867736816,"(63.32963128515714, 10.08000714663464)","(63.33056444241948, 10.078539037777585)","(63.33007761927955, 10.08095405488406)"
164,31.998976945877075,"(63.32963300403053, 10.08000924747989)","(63.33056367847575, 10.07854534031333)","(63.330080484068525, 10.080951572066947)"
165,32.16231989860535,"(63.32963491388985, 10.08001153931107)","(63.330562914532024, 10.078551642849076)","(63.3300833488575, 10.080949089249836)"
166,32.81384801864624,"(63.329636823749155, 10.080013831142251)","(63.33056195960236, 10.078557945384823)","(63.330086213646474, 10.080946606432724)"
167,32.999226808547974,"(63.32963873360847, 10.080016122973431)","(63.3305610046727, 10.07856424792057)","(63.33008888744952, 10.08094412361561)"
168,33.16179895401001,"(63.32964064346779, 10.080018605790544)","(63.33056004974304, 10.078570550456316)","(63.33009156125256, 10.0809416407985)"
169,33.814544916152954,"(63.329642553327105, 10.080021088607655)","(63.33055928579932, 10.078577043977994)","(63.330094235055604, 10.080939157981387)"
170,33.99882388114929,"(63.329644463186426, 10.080023571424768)","(63.330558521855586, 10.078583537499673)","(63.33009709984458, 10.080936675164274)"
171,34.16228485107422,"(63.32964694600354, 10.08002720015747)","(63.33055775791186, 10.078590031021351)","(63.330099964633554, 10.080934192347163)"
172,34.81650185585022,"(63.32964942882065, 10.080030828890173)","(63.33055661199627, 10.078596333557098)","(63.33010282942253, 10.08093170953005)"
173,34.99908900260925,"(63.32965191163777, 10.080034457622876)","(63.33055546608069, 10.078602636092842)","(63.330105503225575, 10.080929226712938)"
174,35.16185998916626,"(63.32965458544081, 10.08003827734151)","(63.3305543201651, 10.078608938628589)","(63.33010817702862, 10.080926743895825)"
175,35.81408190727234,"(63.32965725924385, 10.080042097060145)","(63.33055336523544, 10.078615241164336)","(63.330110850831666, 10.080924261078712)"
176,35.999000787734985,"(63.32965993304689, 10.08004591677878)","(63.33055241030578, 10.078621543700082)","(63.33011371562064, 10.080921778261601)"
177,36.16178798675537,"(63.32966241586401, 10.080049927483344)","(63.33055145537612, 10.078627846235829)","(63.330116580409616, 10.080919295444488)"
178,36.81399893760681,"(63.329664898681116, 10.08005393818791)","(63.330550500446456, 10.078634148771576)","(63.33011944519859, 10.080916812627377)"
179,36.998947858810425,"(63.32966738149823, 10.080057948892476)","(63.3305495455168, 10.078640451307322)","(63.330122119001636, 10.080914329810264)"
180,37.16240882873535,"(63.32966986431535, 10.080062150582974)","(63.33054859058714, 10.078646753843069)","(63.33012479280468, 10.080911846993152)"
181,37.81429600715637,"(63.32967234713246, 10.080066352273471)","(63.33054763565749, 10.078653247364747)","(63.33012746660773, 10.080909364176039)"
182,38.00027298927307,"(63.329674829949575, 10.080070553963969)","(63.33054668072783, 10.078659740886426)","(63.3301303313967, 10.080906881358928)"
183,38.16181492805481,"(63.32967654882296, 10.080073609738877)","(63.330545725798174, 10.078666234408104)","(63.33013319618568, 10.080904398541815)"
184,38.81408095359802,"(63.32967826769634, 10.080076665513783)","(63.330544579882584, 10.07867253694385)","(63.33013606097465, 10.080901915724704)"
185,38.999435901641846,"(63.32967998656972, 10.08007972128869)","(63.33054343396699, 10.078678839479595)","(63.3301387347777, 10.080899432907591)"
186,39.16176700592041,"(63.32968132347125, 10.08008182213394)","(63.3305422880514, 10.078685142015342)","(63.33014140858074, 10.08089695009048)"
187,39.81563901901245,"(63.32968266037277, 10.080083922979188)","(63.330541333121744, 10.078691444551088)","(63.33014408238378, 10.080894467273367)"
188,39.999109983444214,"(63.329683997274294, 10.080086023824437)","(63.33054037819208, 10.078697747086835)","(63.33014694717276, 10.080891793470323)"
189,40.161778926849365,"(63.32968552516174, 10.080087933683755)","(63.33053942326243, 10.078704049622582)","(63.33014981196173, 10.08088911966728)"
190,40.814371824264526,"(63.3296870530492, 10.080089843543071)","(63.33053846833277, 10.078710352158328)","(63.33015267675071, 10.080886445864236)"
191,40.99893283843994,"(63.32968858093665, 10.080091753402389)","(63.3305375134031, 10.078716654694075)","(63.33015535055375, 10.080883963047123)"
192,41.16180992126465,"(63.329689917838174, 10.080093472275774)","(63.33053655847344, 10.078722957229822)","(63.3301580243568, 10.08088148023001)"
193,41.814164876937866,"(63.32969125473969, 10.08009519114916)","(63.33053541255785, 10.078729259765568)","(63.330160698159844, 10.080878997412897)"
194,41.999600887298584,"(63.32969259164122, 10.080096910022545)","(63.33053426664227, 10.078735562301313)","(63.33016356294882, 10.080876514595785)"
195,42.162104845047,"(63.329694119528675, 10.08009862889593)","(63.33053312072668, 10.07874186483706)","(63.330166427737794, 10.080874031778674)"
196,42.8143048286438,"(63.32969564741612, 10.080100347769315)","(63.33053216579702, 10.078747594415011)","(63.33016929252677, 10.08087154896156)"
197,42.998772859573364,"(63.32969717530358, 10.0801020666427)","(63.330531210867356, 10.078753323992963)","(63.330171966329814, 10.08086906614445)"
198,43.16179180145264,"(63.32969870319103, 10.080103403544223)","(63.330530255937695, 10.078759053570915)","(63.33017464013286, 10.080866583327337)"
199,43.81410098075867,"(63.32970023107848, 10.080104740445744)","(63.330529110022105, 10.078764974134797)","(63.330177313935906, 10.080864100510226)"
200,43.99873995780945,"(63.32970175896593, 10.080106077347267)","(63.33052796410652, 10.078770894698682)","(63.33018017872488, 10.080861426707182)"
201,44.161587953567505,"(63.32970328685339, 10.080107414248788)","(63.33052681819093, 10.078776815262565)","(63.330183043513856, 10.080858752904136)"
202,44.8143630027771,"(63.32970481474085, 10.080108751150311)","(63.33052567227534, 10.078782735826447)","(63.33018590830283, 10.080856079101093)"
203,44.99880385398865,"(63.329706342628306, 10.080110088051832)","(63.330524526359746, 10.07878865639033)","(63.330188582105876, 10.08085359628398)"
204,45.16235399246216,"(63.32970806150169, 10.080111233967422)","(63.330523380444156, 10.078794576954213)","(63.330191255908915, 10.080851113466869)"
205,45.81410598754883,"(63.32970978037507, 10.080112379883014)","(63.330522043542636, 10.078800306532164)","(63.33019392971196, 10.080848630649756)"
206,45.998806953430176,"(63.329711499248454, 10.080113525798604)","(63.33052070664111, 10.078806036110114)","(63.330196794500935, 10.080846147832643)"
207,46.16184186935425,"(63.329713600093704, 10.080114862700125)","(63.33051936973959, 10.078811765688066)","(63.33019965928992, 10.080843665015532)"
208,46.81655979156494,"(63.329715700938955, 10.080116199601648)","(63.33051803283807, 10.078817304280086)","(63.33020252407889, 10.08084118219842)"
209,47.00368690490723,"(63.329717801784206, 10.080117536503169)","(63.330516695936545, 10.078822842872105)","(63.33020519788194, 10.080838508395376)"
210,47.16205382347107,"(63.32972047558725, 10.080119255376554)","(63.330515359035026, 10.078828381464126)","(63.330207871684976, 10.080835834592332)"
211,47.814045906066895,"(63.32972314939029, 10.08012097424994)","(63.33051383114757, 10.078833920056145)","(63.33021054548802, 10.080833160789288)"
212,48.000345945358276,"(63.329725823193336, 10.080122693123325)","(63.33051230326012, 10.078839458648165)","(63.330213410277, 10.080830677972175)"
213,48.161969900131226,"(63.32972887896824, 10.080124984954505)","(63.330510775372666, 10.078844997240184)","(63.33021627506597, 10.080828195155064)"
214,48.81393480300903,"(63.32973193474315, 10.080127276785687)","(63.33050905649928, 10.078850344846272)","(63.33021913985495, 10.080825712337951)"
215,49.00445580482483,"(63.329734990518055, 10.080129568616867)","(63.33050733762589, 10.078855692452361)","(63.330221813657985, 10.080823038534907)"
216,49.16178894042969,"(63.32973804629297, 10.08013205143398)","(63.330505618752504, 10.078861040058449)","(63.33022448746103, 10.080820364731863)"
217,49.814918994903564,"(63.32974110206787, 10.08013453425109)","(63.33050389987912, 10.078866387664537)","(63.33022716126407, 10.08081769092882)"
218,49.99886083602905,"(63.32974415784278, 10.080137017068203)","(63.33050218100574, 10.078871735270624)","(63.33023002605305, 10.080815208111707)"
219,50.16183686256409,"(63.329747213617686, 10.080139690871247)","(63.330500462132356, 10.078877082876712)","(63.33023289084203, 10.080812725294596)"
220,50.81548595428467,"(63.3297502693926, 10.080142364674293)","(63.330498552273035, 10.078882239496869)","(63.33023575563101, 10.080810242477483)"
221,50.99877595901489,"(63.3297533251675, 10.080145038477337)","(63.33049664241372, 10.078887396117024)","(63.33023842943405, 10.08080775966037)"
222,51.161839962005615,"(63.329756380942406, 10.080147903266312)","(63.3304947325544, 10.07889255273718)","(63.33024110323709, 10.080805276843257)"
223,51.813997983932495,"(63.32975943671732, 10.080150768055287)","(63.330493013681014, 10.078897136399542)","(63.33024377704013, 10.080802794026145)"
224,52.00925397872925,"(63.32976249249222, 10.080153632844262)","(63.330491294807636, 10.078901720061902)","(63.33024664182911, 10.0808001202231)"
225,52.16178584098816,"(63.3297653572812, 10.080156115661374)","(63.33048957593425, 10.078906303724263)","(63.33024950661809, 10.080797446420059)"
226,52.81431579589844,"(63.32976822207018, 10.080158598478487)","(63.33048766607493, 10.07891146034442)","(63.33025237140707, 10.080794772617015)"
227,52.99880886077881,"(63.329771086859154, 10.0801610812956)","(63.330485756215616, 10.078916616964575)","(63.33025504521011, 10.080792289799902)"
228,53.161712884902954,"(63.32977414263406, 10.080163755098644)","(63.330483846356294, 10.078921773584732)","(63.33025771901315, 10.08078980698279)"
229,53.81399583816528,"(63.32977719840897, 10.080166428901686)","(63.33048212748291, 10.078926930204888)","(63.330260392816186, 10.080787324165676)"
230,53.99873685836792,"(63.32978025418387, 10.08016910270473)","(63.33048040860953, 10.078932086825043)","(63.33026325760516, 10.080784650362633)"
231,54.16185998916626,"(63.32978330995878, 10.080171967493706)","(63.33047868973615, 10.0789372434452)","(63.33026612239414, 10.080781976559589)"
232,54.81436586380005,"(63.32978636573369, 10.080174832282681)","(63.330476970862755, 10.078942591051288)","(63.33026898718312, 10.080779302756545)"
233,54.99876284599304,"(63.32978942150859, 10.080177697071658)","(63.33047525198937, 10.078947938657375)","(63.33027166098616, 10.080776628953501)"
234,55.16182494163513,"(63.32979228629757, 10.080180370874702)","(63.33047353311598, 10.078953286263463)","(63.3302743347892, 10.080773955150457)"
235,55.81399083137512,"(63.32979515108654, 10.080183044677746)","(63.33047181424259, 10.078958824855484)","(63.33027700859225, 10.080771281347413)"
236,55.998711824417114,"(63.32979801587552, 10.08018571848079)","(63.330470095369215, 10.078964363447502)","(63.33027968239529, 10.0807687985303)"
237,56.16186285018921,"(63.3298008806645, 10.080188583269765)","(63.33046837649583, 10.078969902039523)","(63.33028235619834, 10.08076631571319)"
238,56.814087867736816,"(63.329803745453475, 10.080191448058741)","(63.33046703959431, 10.07897524964561)","(63.330285030001384, 10.080763832896077)"
239,57.0000638961792,"(63.32980661024246, 10.080194312847716)","(63.330465702692784, 10.078980597251698)","(63.33028789479036, 10.080761159093033)"
240,57.16236996650696,"(63.32980966601736, 10.080197368622624)","(63.330464365791265, 10.078985944857786)","(63.330290759579334, 10.080758485289989)"
241,57.814103841781616,"(63.329812721792266, 10.080200424397532)","(63.33046264691788, 10.078991674435738)","(63.33029362436831, 10.080755811486945)"
