timestamp (seconds since 01/01/1970), system, entity , value (rad), off (°)
1709815459.468055, caravela, 7, -0.00445251, 0.000000
1709815460.469437, caravela, 7, -0.00439719, 0.000000
1709815461.469978, caravela, 7, -0.00439719, 0.000000
1709815462.517954, caravela, 7, -0.00439719, 0.000000
1709815463.519923, caravela, 7, -0.00439719, 0.000000
1709815464.567810, caravela, 7, -0.00439719, 0.000000
1709815465.569695, caravela, 7, -0.00439719, 0.000000
1709815466.618944, caravela, 7, -0.00439719, 0.000000
1709815467.619107, caravela, 7, -0.00439719, 0.000000
1709815468.667912, caravela, 7, -0.00439719, 0.000000
1709815469.668558, caravela, 7, -0.00439719, 0.000000
1709815470.672251, caravela, 7, 0.25738479, 15.000000
1709815471.718538, caravela, 7, 0.25738479, 0.000000
1709815472.767902, caravela, 7, 0.25738479, 0.000000
1709815473.768059, caravela, 7, 0.25738479, 0.000000
1709815474.818028, caravela, 7, 0.25738479, 0.000000
1709815475.818140, caravela, 7, 0.25738479, 0.000000
1709815476.868088, caravela, 7, 0.25738479, 0.000000
1709815477.867954, caravela, 7, 0.25738479, 0.000000
1709815478.867966, caravela, 7, 0.25738479, 0.000000
1709815479.868115, caravela, 7, -0.10764626, 0.000000
1709815480.868097, caravela, 7, -0.13736594, 0.000000
1709815481.918090, caravela, 7, -0.16757911, 0.000000
1709815482.967890, caravela, 7, -0.2027456, 0.000000
1709815483.970647, caravela, 7, -0.23899549, 0.000000
1709815485.018027, caravela, 7, -0.28079349, 0.000000
1709815486.017959, caravela, 7, -0.32569527, 0.000000
1709815487.018016, caravela, 7, -0.37788408, 0.000000
1709815488.019315, caravela, 7, -0.44118403, 0.000000
1709815489.068446, caravela, 7, -0.52690317, 0.000000
1709815490.972410, caravela, 7, 0.25745604, 15.000000
1709815492.018080, caravela, 7, 0.25745604, 0.000000
1709815493.018194, caravela, 7, 0.25745604, 0.000000
1709815494.068174, caravela, 7, 0.25745604, 0.000000
1709815495.117955, caravela, 7, 0.25745604, 0.000000
1709815496.118156, caravela, 7, 0.25745604, 0.000000
1709815497.119079, caravela, 7, 0.25745604, 0.000000
1709815498.167844, caravela, 7, 0.25745604, 0.000000
1709815499.167958, caravela, 7, 0.25745604, 0.000000
1709815500.170511, caravela, 7, 0.25871978, 15.000000
1709815501.218306, caravela, 7, 0.25871978, 0.000000
1709815502.218320, caravela, 7, 0.25871978, 0.000000
1709815503.219301, caravela, 7, 0.25871978, 0.000000
1709815504.221751, caravela, 7, 0.25871978, 0.000000
1709815505.267741, caravela, 7, 0.25871978, 0.000000
1709815506.269329, caravela, 7, 0.25871978, 0.000000
1709815507.318487, caravela, 7, 0.25871978, 0.000000
1709815508.368386, caravela, 7, 0.25871978, 0.000000
1709815509.417973, caravela, 7, 0.25871978, 0.000000
1709815510.429381, caravela, 7, 0.25189168, 15.000000
1709815511.467948, caravela, 7, 0.25189168, 0.000000
1709815512.518230, caravela, 7, 0.25189168, 0.000000
1709815513.567972, caravela, 7, 0.25189168, 0.000000
1709815514.568809, caravela, 7, 0.25189168, 0.000000
1709815515.618351, caravela, 7, 0.25189168, 0.000000
1709815516.668028, caravela, 7, 0.25189168, 0.000000
1709815517.668793, caravela, 7, 0.25189168, 0.000000
1709815518.718319, caravela, 7, 0.25189168, 0.000000
1709815519.718731, caravela, 7, 0.25189168, 0.000000
1709815520.770220, caravela, 7, 0.24390567, 15.000000
1709815521.767901, caravela, 7, 0.24390567, 0.000000
1709815522.767973, caravela, 7, 0.24390567, 0.000000
1709815523.769843, caravela, 7, 0.24390567, 0.000000
1709815524.818000, caravela, 7, 0.24390567, 0.000000
1709815525.818138, caravela, 7, 0.24390567, 0.000000
1709815526.868255, caravela, 7, 0.24390567, 0.000000
1709815527.868449, caravela, 7, 0.24390567, 0.000000
1709815528.868706, caravela, 7, 0.24390567, 0.000000
1709815529.871754, caravela, 7, 0.24390567, 0.000000
1709815531.140976, caravela, 7, 0.24390567, 0.000000
1709815532.168721, caravela, 7, 0.24390567, 0.000000
1709815533.170332, caravela, 7, 0.24390567, 0.000000
1709815534.217874, caravela, 7, 0.24390567, 0.000000
1709815535.218016, caravela, 7, 0.24390567, 0.000000
1709815536.218227, caravela, 7, 0.24390567, 0.000000
1709815537.218233, caravela, 7, 0.24390567, 0.000000
1709815538.267979, caravela, 7, 0.24390567, 0.000000
1709815539.318176, caravela, 7, 0.24390567, 0.000000
1709815540.321576, caravela, 7, 0.22806877, 15.000000
1709815541.367934, caravela, 7, 0.22806877, 0.000000
1709815542.369025, caravela, 7, 0.22806877, 0.000000
1709815543.419639, caravela, 7, 0.22806877, 0.000000
1709815544.467808, caravela, 7, 0.22806877, 0.000000
1709815545.468304, caravela, 7, 0.22806877, 0.000000
1709815546.518646, caravela, 7, 0.22806877, 0.000000
1709815547.567938, caravela, 7, 0.22806877, 0.000000
1709815548.568048, caravela, 7, 0.22806877, 0.000000
1709815549.568573, caravela, 7, 0.22806877, 0.000000
1709815550.572909, caravela, 7, 0.21942025, 15.000000
1709815551.617841, caravela, 7, 0.21942025, 0.000000
1709815552.617885, caravela, 7, 0.21942025, 0.000000
1709815553.668712, caravela, 7, 0.21942025, 0.000000
1709815554.673059, caravela, 7, 0.21942025, 0.000000
1709815555.719043, caravela, 7, 0.21942025, 0.000000
1709815556.725767, caravela, 7, 0.21942025, 0.000000
1709815557.768148, caravela, 7, 0.21942025, 0.000000
1709815558.768371, caravela, 7, 0.21942025, 0.000000
1709815559.818307, caravela, 7, 0.21942025, 0.000000
1709815560.870737, caravela, 7, 0.21053301, 15.000000
1709815561.880108, caravela, 7, 0.21053301, 0.000000
1709815562.918720, caravela, 7, 0.21053301, 0.000000
1709815563.920231, caravela, 7, 0.21053301, 0.000000
1709815564.967868, caravela, 7, 0.21053301, 0.000000
1709815565.969801, caravela, 7, 0.21053301, 0.000000
1709815566.970057, caravela, 7, 0.21053301, 0.000000
1709815568.019507, caravela, 7, 0.21053301, 0.000000
1709815569.069985, caravela, 7, 0.21053301, 0.000000
1709815570.121330, caravela, 7, 0.2023093, 15.000000
1709815571.168039, caravela, 7, 0.2023093, 0.000000
1709815572.218745, caravela, 7, 0.2023093, 0.000000
1709815573.219232, caravela, 7, 0.2023093, 0.000000
1709815574.272006, caravela, 7, 0.2023093, 0.000000
1709815575.318359, caravela, 7, 0.2023093, 0.000000
1709815576.319205, caravela, 7, 0.2023093, 0.000000
1709815577.368242, caravela, 7, 0.2023093, 0.000000
1709815578.368678, caravela, 7, 0.2023093, 0.000000
1709815579.369026, caravela, 7, 0.2023093, 0.000000
1709815580.420685, caravela, 7, -0.06894021, 0.000000
1709815581.468328, caravela, 7, -0.06894021, 0.000000
1709815582.518434, caravela, 7, -0.06894021, 0.000000
1709815583.521190, caravela, 7, -0.06894021, 0.000000
1709815584.567883, caravela, 7, -0.06894021, 0.000000
1709815585.567994, caravela, 7, -0.06894021, 0.000000
1709815586.568151, caravela, 7, -0.06894021, 0.000000
1709815587.569117, caravela, 7, -0.06894021, 0.000000
1709815588.572441, caravela, 7, -0.06894021, 0.000000
1709815589.618042, caravela, 7, -0.06894021, 0.000000
1709815590.624225, caravela, 7, -0.0730653, 0.000000
1709815591.672061, caravela, 7, -0.0730653, 0.000000
1709815592.718033, caravela, 7, -0.0730653, 0.000000
1709815593.718088, caravela, 7, -0.0730653, 0.000000
1709815594.723046, caravela, 7, -0.0730653, 0.000000
1709815595.768426, caravela, 7, -0.0730653, 0.000000
1709815596.818108, caravela, 7, -0.0730653, 0.000000
1709815597.819482, caravela, 7, -0.0730653, 0.000000
1709815598.868582, caravela, 7, -0.0730653, 0.000000
1709815599.918053, caravela, 7, -0.0730653, 0.000000
1709815600.920841, caravela, 7, -0.07318439, 0.000000
1709815601.968302, caravela, 7, -0.07318439, 0.000000
1709815602.969394, caravela, 7, -0.07318439, 0.000000
1709815604.018651, caravela, 7, -0.07318439, 0.000000
1709815605.019638, caravela, 7, -0.07318439, 0.000000
1709815606.068166, caravela, 7, -0.07318439, 0.000000
1709815607.068818, caravela, 7, -0.07318439, 0.000000
1709815608.118143, caravela, 7, -0.07318439, 0.000000
1709815609.118881, caravela, 7, -0.07318439, 0.000000
1709815610.172299, caravela, 7, -0.07318548, 0.000000
1709815611.219758, caravela, 7, -0.07318548, 0.000000
1709815612.267971, caravela, 7, -0.07318548, 0.000000
1709815613.268052, caravela, 7, -0.07318548, 0.000000
1709815614.318069, caravela, 7, -0.07318548, 0.000000
1709815615.367775, caravela, 7, -0.07318548, 0.000000
1709815616.417879, caravela, 7, -0.07318548, 0.000000
1709815617.419544, caravela, 7, -0.07318548, 0.000000
1709815618.468200, caravela, 7, -0.07318548, 0.000000
1709815619.518108, caravela, 7, -0.07318548, 0.000000
1709815620.571140, caravela, 7, -0.07318611, 0.000000
1709815621.569056, caravela, 7, -0.07318611, 0.000000
1709815622.619273, caravela, 7, -0.07318611, 0.000000
1709815623.619443, caravela, 7, -0.07318611, 0.000000
1709815624.667763, caravela, 7, -0.07318611, 0.000000
1709815625.678022, caravela, 7, -0.07318611, 0.000000
1709815626.719182, caravela, 7, -0.07318611, 0.000000
1709815627.778169, caravela, 7, -0.07318611, 0.000000
1709815628.819412, caravela, 7, -0.07318611, 0.000000
1709815629.867934, caravela, 7, -0.07318611, 0.000000
1709815630.921620, caravela, 7, -0.07318297, 0.000000
1709815631.920688, caravela, 7, -0.07318297, 0.000000
1709815632.969890, caravela, 7, -0.07318297, 0.000000
1709815634.018630, caravela, 7, -0.07318297, 0.000000
1709815635.019762, caravela, 7, -0.07318297, 0.000000
1709815636.068372, caravela, 7, -0.07318297, 0.000000
1709815637.069768, caravela, 7, -0.07318297, 0.000000
1709815638.118740, caravela, 7, -0.07318297, 0.000000
1709815639.168011, caravela, 7, -0.07318297, 0.000000
1709815640.171930, caravela, 7, -0.07318044, 0.000000
1709815641.168216, caravela, 7, -0.07318044, 0.000000
1709815642.168478, caravela, 7, -0.07318044, 0.000000
1709815643.168941, caravela, 7, -0.07318044, 0.000000
1709815644.219933, caravela, 7, -0.07318044, 0.000000
1709815645.268872, caravela, 7, -0.07318044, 0.000000
1709815646.318533, caravela, 7, -0.07318044, 0.000000
1709815647.367741, caravela, 7, -0.07318044, 0.000000
1709815648.367905, caravela, 7, -0.07318044, 0.000000
1709815649.369030, caravela, 7, -0.07318044, 0.000000
1709815650.421872, caravela, 7, 0.18862145, 15.000000
1709815651.468232, caravela, 7, 0.18862145, 0.000000
1709815652.468754, caravela, 7, 0.18862145, 0.000000
1709815653.518277, caravela, 7, 0.18862145, 0.000000
1709815654.568212, caravela, 7, 0.18862145, 0.000000
1709815655.618061, caravela, 7, 0.18862145, 0.000000
1709815656.618251, caravela, 7, 0.18862145, 0.000000
