time, system, entity , mmsi, msg_in, msg_out,iter_time
1709505191.73654, caravela,7,111,22,7,
1709505194.7873, caravela,7,111,15,3,3.05076694488525
1709505200.9866, caravela,7,111,30,6,6.19929599761963
1709505205.09002, caravela,7,111,20,5,4.10342288017273
1709505211.23657, caravela,7,111,30,9,6.14655208587647
1709505217.33666, caravela,7,111,30,7,6.10008406639099
1709505222.38669, caravela,7,111,15,7,5.05003190040588
1709505229.53678, caravela,7,111,30,10,7.15008997917175
1709505233.638, caravela,7,111,20,5,4.10122513771057
1709505239.73664, caravela,7,111,30,8,6.09863996505737
1709505244.83722, caravela,7,111,25,5,5.10057902336121
1709505249.93707, caravela,7,111,25,5,5.09984683990479
1709505256.08723, caravela,7,111,30,6,6.15016102790833
1709505259.13862, caravela,7,111,15,3,3.05139303207397
1709505263.23708, caravela,7,111,20,4,4.0984570980072
1709505267.38713, caravela,7,111,20,4,4.1500518321991
1709505270.43673, caravela,7,111,15,3,3.04959607124329
1709505274.48686, caravela,7,111,20,4,4.05013298988342
1709505279.63665, caravela,7,111,25,5,5.14979004859924
1709505284.78686, caravela,7,111,25,5,5.15020394325256
1709505289.88666, caravela,7,111,25,5,5.09980010986328
1709505186.35777, caravela-2,7,112,6,3,
1709505190.45484, caravela-2,7,112,12,5,4.09706687927246
1709505193.60469, caravela-2,7,112,12,3,3.14985394477844
1709505197.768, caravela-2,7,112,16,4,4.16330313682556
1709505202.95443, caravela-2,7,112,24,7,5.18643093109131
1709505209.10437, caravela-2,7,112,24,9,6.14994215965271
1709505215.30444, caravela-2,7,112,24,6,6.20006895065308
1709505226.65492, caravela-2,7,112,44,11,11.3504848480225
1709505233.8545, caravela-2,7,112,28,8,7.19957518577576
1709505238.00404, caravela-2,7,112,11,4,4.14954495429993
1709505242.10449, caravela-2,7,112,16,4,4.10044884681702
1709505245.20403, caravela-2,7,112,12,3,3.09953308105469
1709505250.40493, caravela-2,7,112,20,7,5.20090293884277
1709505253.50459, caravela-2,7,112,12,3,3.09965896606445
1709505256.60397, caravela-2,7,112,12,3,3.09937810897827
1709505260.70398, caravela-2,7,112,16,4,4.10001301765442
1709505267.90498, caravela-2,7,112,28,9,7.2010018825531
1709505272.95491, caravela-2,7,112,15,7,5.04992699623108
1709505280.15397, caravela-2,7,112,28,9,7.19906520843506
1709505285.35464, caravela-2,7,112,20,6,5.2006618976593
1709505184.25526, caravela-3,7,113,8,3,
1709505187.35542, caravela-3,7,113,11,3,3.10015892982483
1709505190.50462, caravela-3,7,113,9,3,3.14920496940613
1709505193.60461, caravela-3,7,113,7,3,3.09998512268066
1709505196.75505, caravela-3,7,113,11,3,3.15043783187866
1709505200.8049, caravela-3,7,113,10,4,4.04985618591309
1709505206.90531, caravela-3,7,113,18,6,6.10040593147278
1709505210.00771, caravela-3,7,113,9,3,3.10240292549133
1709505213.10624, caravela-3,7,113,9,3,3.09853315353394
1709505219.35486, caravela-3,7,113,18,6,6.24861884117126
1709505224.4551, caravela-3,7,113,16,5,5.10023403167725
1709505228.55526, caravela-3,7,113,12,4,4.10015892982483
1709505231.65506, caravela-3,7,113,9,3,3.09980607032776
1709505238.90453, caravela-3,7,113,21,10,7.24947094917297
1709505244.00465, caravela-3,7,113,15,7,5.10011911392212
1709505250.10503, caravela-3,7,113,18,8,6.10037708282471
1709505253.20514, caravela-3,7,113,9,3,3.10010600090027
1709505257.31371, caravela-3,7,113,12,4,4.10857200622559
1709505261.50522, caravela-3,7,113,12,4,4.19151186943054
1709505265.65507, caravela-3,7,113,12,4,4.14985203742981
1709505273.90466, caravela-3,7,113,24,11,8.24959301948547
1709505279.00526, caravela-3,7,113,15,6,5.10059499740601
1709505284.20461, caravela-3,7,113,15,6,5.19935297966003
1709505291.35598, caravela-3,7,113,20,7,7.15136504173279
1710848282.44879, caravela,7,111,11,3,
1710848288.64875, caravela,7,111,29,8,6.19996118545532
1710848291.74891, caravela,7,111,15,3,3.10016083717346
