time, system, entity , mmsi, msg_in, msg_out,iter_time
1709815681.99967, caravela,7,111,3,4,
1709815686.14932, caravela,7,111,4,4,4.14964604377747
1709815689.20001, caravela,7,111,3,3,3.05068612098694
1709815692.30372, caravela,7,111,8,3,3.10371494293213
1709815696.39957, caravela,7,111,12,4,4.09585189819336
1709815700.59937, caravela,7,111,12,4,4.19979619979858
1709815704.74913, caravela,7,111,12,4,4.14976692199707
1709815709.85046, caravela,7,111,15,4,5.10132598876953
1709815712.89944, caravela,7,111,9,3,3.04898309707642
1709815720.19913, caravela,7,111,21,7,7.29968094825745
1709815723.24923, caravela,7,111,9,3,3.05010199546814
1709815726.34917, caravela,7,111,9,3,3.09994792938232
1709815730.39941, caravela,7,111,12,5,4.05023097991943
1709815736.64931, caravela,7,111,18,8,6.24990606307983
1709815742.75007, caravela,7,111,18,6,6.10075998306274
1709815748.89937, caravela,7,111,19,9,6.14929389953613
1709815756.09921, caravela,7,111,24,8,7.1998450756073
1709815761.1992, caravela,7,111,15,6,5.09999203681946
1709815764.29931, caravela,7,111,9,3,3.10010504722595
1709815769.49934, caravela,7,111,12,7,5.20003199577332
1709815774.64971, caravela,7,111,15,7,5.15036988258362
1709815778.84928, caravela,7,111,12,4,4.19957399368286
1709815781.94911, caravela,7,111,9,3,3.09982895851135
1709815786.04961, caravela,7,111,12,4,4.10049605369568
1709815792.25015, caravela,7,111,18,6,6.20054316520691
1709815796.39917, caravela,7,111,12,5,4.14901280403137
1709815804.69917, caravela,7,111,24,8,8.30000805854797
1709815808.79942, caravela,7,111,12,4,4.1002459526062
1709815812.89919, caravela,7,111,12,4,4.09976816177368
1709815818.00096, caravela,7,111,15,5,5.10177087783814
1709815823.09917, caravela,7,111,15,6,5.09821105003357
1709815827.14986, caravela,7,111,12,4,4.05069088935852
1709815835.39926, caravela,7,111,24,13,8.24940299987793
1709815838.501, caravela,7,111,9,3,3.10174012184143
1709815846.70045, caravela,7,111,24,10,8.19944906234741
1709815850.8492, caravela,7,111,12,5,4.14874291419983
1709815853.94969, caravela,7,111,9,3,3.10049700737
1709815861.14933, caravela,7,111,21,7,7.19963788986206
1709815867.24931, caravela,7,111,18,6,6.09998321533203
1709815874.44967, caravela,7,111,21,7,7.20035576820374
1709815877.49933, caravela,7,111,9,3,3.04966020584106
1709815882.59935, caravela,7,111,15,6,5.10001802444458
1709815885.6496, caravela,7,111,9,3,3.05024790763855
1709815888.74944, caravela,7,111,9,3,3.09984087944031
1709815893.90024, caravela,7,111,15,6,5.15080809593201
1709815898.09934, caravela,7,111,12,5,4.19909191131592
1709815903.2493, caravela,7,111,15,5,5.14996099472046
1709815907.34995, caravela,7,111,12,4,4.10065698623657
1709815911.5492, caravela,7,111,12,4,4.19925022125244
1709815918.7002, caravela,7,111,21,11,7.15099787712097
1709815930.09919, caravela,7,111,33,11,11.3989861011505
1709815935.14944, caravela,7,111,15,5,5.05025482177734
1709815941.34929, caravela,7,111,18,6,6.19985198974609
1709815944.45021, caravela,7,111,9,3,3.10091614723206
1709815954.69918, caravela,7,111,16,5,10.2489638328552
1709815684.30791, caravela-2,7,112,17,3,
1709815688.35737, caravela-2,7,112,8,4,4.04945588111877
1709815691.50725, caravela-2,7,112,6,3,3.14988899230957
1709815695.60713, caravela-2,7,112,8,5,4.09987115859985
1709815701.80701, caravela-2,7,112,12,6,6.19988393783569
1709815704.85742, caravela-2,7,112,6,3,3.05041098594666
1709815711.05792, caravela-2,7,112,12,9,6.20050406455994
1709815714.1586, caravela-2,7,112,6,3,3.10067701339722
1709815718.30715, caravela-2,7,112,8,4,4.14854407310486
1709815722.40721, caravela-2,7,112,8,4,4.10006380081177
